Date,OPEN,HIGH,LOW,CLOSE,VOLUME,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content
2019-11-01 09:01:00,144.0,144.0,144.0,144.0,651.0,,,,,,,,,,,,,,,
2019-11-01 09:02:00,143.85,144.0,143.85,143.9,1051.0,,,,,,,,,,,,,,,
2019-11-01 09:03:00,144.1,144.4,144.1,144.4,885.0,,,,,,,,,,,,,,,
2019-11-01 09:04:00,144.4,144.5,144.1,144.5,3960.0,,,,,,,,,,,,,,,
2019-11-01 09:05:00,144.4,144.6,144.35,144.35,871.0,,,,,,,,,,,,,,,
2019-11-01 09:06:00,144.5,144.5,144.3,144.5,366.0,,,,,,,,,,,,,,,
2019-11-01 09:07:00,144.3,144.3,144.25,144.25,316.0,,,,,,,,,,,,,,,
2019-11-01 09:08:00,144.35,144.45,144.3,144.3,329.0,,,,,,,,,,,,,,,
2019-11-01 09:09:00,144.3,144.45,144.3,144.45,576.0,,,,,,,,,,,,,,,
2019-11-01 09:10:00,144.5,144.6,144.5,144.6,3509.0,,,,,,,,,,,,,,,
2019-11-01 09:11:00,144.5,144.5,144.3,144.3,1113.0,,,,,,,,,,,,,,,
2019-11-01 09:12:00,144.2,144.25,144.15,144.2,290.0,,,,,,,,,,,,,,,
2019-11-01 09:14:00,144.15,144.35,144.15,144.35,923.0,,,,,,,,,,,,,,,
2019-11-01 09:15:00,144.2,144.45,144.2,144.25,1321.0,,,,,,,,,,,,,,,
2019-11-01 09:16:00,144.25,144.25,144.05,144.05,976.0,,,,,,,,,,,,,,,
2019-11-01 09:17:00,144.0,144.05,143.95,144.05,1038.0,,,,,,,,,,,,,,,
2019-11-01 09:18:00,143.95,143.95,143.9,143.9,760.0,,,,,,,,,,,,,,,
2019-11-01 09:19:00,143.95,144.15,143.95,144.15,930.0,,,,,,,,,,,,,,,
2019-11-01 09:20:00,144.15,144.15,144.15,144.15,47.0,,,,,,,,,,,,,,,
2019-11-01 09:21:00,144.05,144.1,143.9,143.9,3800.0,,,,,,,,,,,,,,,
2019-11-01 09:22:00,143.9,143.9,143.8,143.8,393.0,,,,,,,,,,,,,,,
2019-11-01 09:23:00,143.75,143.75,143.75,143.75,72.0,,,,,,,,,,,,,,,
2019-11-01 09:24:00,143.9,144.05,143.9,144.05,768.0,,,,,,,,,,,,,,,
2019-11-01 09:25:00,143.95,144.15,143.95,144.0,1439.0,,,,,,,,,,,,,,,
