Date,OPEN,HIGH,LOW,CLOSE,VOLUME,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2019-08-14 09:01:00,145.6,145.7,145.3,145.3,5309.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:02:00,145.2,145.2,144.7,144.7,3379.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:03:00,144.6,144.6,143.9,143.9,1562.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:04:00,144.05,144.4,144.05,144.4,4278.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:05:00,144.25,144.5,144.25,144.5,137.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:06:00,144.6,144.8,144.4,144.5,736.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:07:00,144.7,145.0,144.7,145.0,1033.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:08:00,144.95,145.0,144.85,144.85,825.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:09:00,144.9,145.05,144.85,145.05,1463.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:10:00,144.95,145.2,144.95,145.2,363.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:11:00,145.25,145.35,145.2,145.35,374.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:12:00,145.3,145.35,145.1,145.1,1032.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:13:00,145.1,145.35,145.1,145.3,1987.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:14:00,145.25,145.5,145.2,145.5,2098.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:15:00,145.45,145.5,145.3,145.35,186.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:16:00,145.35,145.45,145.3,145.3,1538.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:17:00,145.25,145.3,145.15,145.15,1318.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:18:00,145.1,145.35,145.1,145.35,1949.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:19:00,145.3,145.3,145.05,145.05,2403.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:20:00,145.0,145.0,144.75,144.75,3144.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:21:00,144.7,144.9,144.7,144.9,671.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:22:00,144.95,144.95,144.55,144.55,1338.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:23:00,144.55,144.75,144.5,144.75,3037.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:24:00,144.7,144.85,144.65,144.7,3673.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:25:00,144.8,144.95,144.8,144.9,1342.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:26:00,144.85,145.05,144.8,145.05,2562.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:27:00,145.05,145.05,144.7,144.85,954.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:28:00,144.75,144.8,144.75,144.8,257.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:29:00,144.8,144.8,144.7,144.8,259.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:30:00,144.9,145.05,144.9,145.0,1342.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:31:00,144.95,145.0,144.75,144.8,947.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:32:00,144.9,144.95,144.9,144.95,676.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:33:00,144.95,144.95,144.9,144.9,910.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:34:00,144.95,145.0,144.95,145.0,42.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:35:00,144.95,145.05,144.95,145.0,802.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:36:00,144.95,145.1,144.95,145.1,1815.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:37:00,145.15,145.2,145.05,145.05,1381.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:38:00,145.05,145.1,145.0,145.1,1079.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:39:00,145.15,145.2,145.15,145.2,438.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:40:00,145.15,145.25,145.15,145.2,941.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:41:00,145.2,145.2,145.0,145.0,1362.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:42:00,145.05,145.15,145.05,145.15,1415.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:43:00,145.05,145.05,144.95,144.95,886.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:44:00,145.0,145.0,144.9,144.9,1305.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:45:00,144.9,144.9,144.9,144.9,33.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:46:00,144.95,144.95,144.95,144.95,96.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:47:00,144.95,144.95,144.95,144.95,50.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:48:00,144.9,144.9,144.7,144.7,942.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:49:00,144.65,144.7,144.6,144.7,1279.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:50:00,144.65,144.65,144.65,144.65,200.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:51:00,144.65,144.65,144.65,144.65,82.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:52:00,144.6,144.65,144.55,144.55,1909.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:53:00,144.55,144.6,144.55,144.6,339.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:54:00,144.6,144.65,144.55,144.55,159.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:55:00,144.55,144.55,144.55,144.55,423.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:56:00,144.6,144.65,144.6,144.6,691.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:57:00,144.6,144.7,144.6,144.65,856.0,,,,,,,,,,,,,,,,,,,
2019-08-14 09:59:00,144.7,144.75,144.7,144.75,419.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:00:00,144.75,144.85,144.75,144.85,781.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:01:00,144.9,145.05,144.9,145.0,3385.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:02:00,144.95,144.95,144.95,144.95,700.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:03:00,144.8,144.8,144.75,144.75,281.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:05:00,144.75,144.75,144.6,144.6,550.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:06:00,144.55,144.55,144.45,144.45,2228.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:07:00,144.55,144.65,144.55,144.65,364.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:08:00,144.7,144.7,144.7,144.7,123.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:09:00,144.7,144.7,144.65,144.65,260.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:10:00,144.7,144.8,144.7,144.8,433.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:11:00,144.85,144.9,144.85,144.9,342.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:12:00,144.9,144.9,144.75,144.8,681.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:13:00,144.9,144.9,144.9,144.9,250.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:15:00,144.85,144.85,144.8,144.8,599.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:16:00,144.75,144.75,144.7,144.7,673.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:17:00,144.7,144.75,144.65,144.75,455.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:18:00,144.7,144.7,144.7,144.7,362.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:19:00,144.75,144.85,144.75,144.8,817.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:20:00,144.8,144.8,144.75,144.75,63.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:21:00,144.75,144.8,144.75,144.8,1684.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:22:00,144.8,144.8,144.75,144.75,271.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:23:00,144.75,144.75,144.45,144.45,1116.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:24:00,144.45,144.65,144.45,144.65,236.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:25:00,144.65,144.85,144.65,144.85,442.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:26:00,144.85,144.9,144.85,144.85,802.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:27:00,144.8,144.85,144.8,144.85,1046.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:28:00,144.75,144.75,144.75,144.75,335.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:29:00,144.8,144.8,144.8,144.8,237.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:30:00,144.85,144.95,144.85,144.9,854.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:31:00,144.95,145.0,144.9,145.0,2223.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:32:00,144.9,144.9,144.75,144.75,1052.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:33:00,144.8,144.8,144.7,144.7,569.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:34:00,144.7,144.7,144.45,144.45,1421.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:35:00,144.45,144.6,144.45,144.6,382.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:36:00,144.5,144.5,144.5,144.5,172.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:37:00,144.5,144.5,144.5,144.5,196.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:38:00,144.5,144.5,144.35,144.35,811.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:39:00,144.3,144.35,144.3,144.35,974.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:40:00,144.3,144.35,144.25,144.3,3694.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:41:00,144.25,144.25,144.15,144.2,871.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:42:00,144.2,144.25,144.05,144.05,3120.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:43:00,144.1,144.1,144.0,144.05,2489.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:44:00,144.0,144.05,143.95,143.95,2118.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:45:00,144.0,144.05,143.85,143.85,806.0,,,,,,,,,,,,,,,,,,,
2019-08-14 10:46:00,143.85,143.95,143.8,143.95,1014.0,,,,,,,,,,,,,,,,,,,
