Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,url,header,release time,article content,formatteddate,flair_sentiment_header_label,flair_sentiment_header_score,flair_sentiment_content_label,flair_sentiment_content_score,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2020-06-30 09:01:00,22.295,22.305,22.18,22.26,27939.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:02:00,22.28,22.305,22.24,22.305,3253.0,0.009999999999998009,1,-24686.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:03:00,22.265,22.27,22.21,22.245,3635.0,-0.035000000000000135,0,382.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:04:00,22.3,22.31,22.255,22.31,9426.0,0.04499999999999815,1,5791.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:05:00,22.33,22.4,22.33,22.34,11792.0,0.03999999999999915,1,2366.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:06:00,22.32,22.38,22.23,22.29,44323.0,-0.03999999999999915,0,32531.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:07:00,22.29,22.29,22.05,22.06,22478.0,-0.2600000000000016,0,-21845.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:08:00,22.15,22.15,22.075,22.09,26048.0,-0.1999999999999993,0,3570.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:09:00,22.095,22.095,22.01,22.075,4161.0,-0.07499999999999929,0,-21887.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:10:00,22.08,22.085,21.95,21.995,20439.0,-0.09999999999999787,0,16278.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:11:00,21.96,22.06,21.96,22.045,8134.0,-0.03499999999999659,0,-12305.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:12:00,22.0,22.015,21.91,21.91,3781.0,-0.05000000000000071,0,-4353.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:13:00,21.94,21.94,21.84,21.84,14728.0,-0.16000000000000014,0,10947.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:14:00,21.835,21.895,21.8,21.895,2359.0,-0.045000000000001705,0,-12369.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:15:00,21.92,21.94,21.895,21.895,6443.0,0.05999999999999873,1,4084.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:16:00,21.93,22.055,21.93,22.055,15316.0,0.134999999999998,1,8873.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:17:00,22.07,22.195,22.07,22.15,10776.0,0.21999999999999886,1,-4540.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:18:00,22.15,22.2,22.115,22.2,7600.0,0.129999999999999,1,-3176.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:19:00,22.225,22.26,22.165,22.18,18386.0,0.030000000000001137,1,10786.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:20:00,22.22,22.265,22.22,22.24,2554.0,0.014999999999997016,1,-15832.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:21:00,22.26,22.26,22.105,22.105,5621.0,-0.11499999999999845,0,3067.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:22:00,22.11,22.135,22.07,22.135,3715.0,-0.125,0,-1906.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:23:00,22.165,22.23,22.15,22.23,3095.0,0.12000000000000098,1,-620.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:24:00,22.2,22.245,22.2,22.24,2732.0,0.07499999999999929,1,-363.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:25:00,22.225,22.24,22.205,22.23,2613.0,0.030000000000001137,1,-119.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:26:00,22.22,22.235,22.15,22.175,2379.0,-0.05000000000000071,0,-234.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:27:00,22.15,22.24,22.135,22.24,3732.0,0.01999999999999957,1,1353.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:28:00,22.225,22.225,22.095,22.095,2057.0,-0.054999999999999716,0,-1675.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:29:00,22.1,22.13,22.08,22.105,697.0,-0.12000000000000098,0,-1360.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:30:00,22.12,22.14,22.12,22.14,620.0,0.03999999999999915,1,-77.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:31:00,22.165,22.175,22.0,22.0,3782.0,-0.12000000000000098,0,3162.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:32:00,22.005,22.03,22.005,22.01,2579.0,-0.15499999999999758,0,-1203.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:33:00,22.005,22.01,21.995,21.995,1506.0,-0.009999999999998009,0,-1073.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:34:00,22.01,22.02,22.0,22.0,299.0,-0.004999999999999004,0,-1207.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:35:00,22.0,22.025,22.0,22.01,1060.0,0.0,0,761.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:36:00,22.015,22.015,21.965,21.995,2024.0,-0.004999999999999004,0,964.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:37:00,22.015,22.015,22.005,22.005,366.0,-0.010000000000001565,0,-1658.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:38:00,22.06,22.105,22.045,22.105,4414.0,0.08999999999999986,1,4048.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:39:00,22.11,22.11,22.075,22.085,779.0,0.02500000000000213,1,-3635.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:40:00,22.085,22.09,22.07,22.07,1571.0,-0.03999999999999915,0,792.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:41:00,22.055,22.095,22.04,22.095,3869.0,0.009999999999998009,1,2298.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:42:00,22.105,22.135,22.105,22.13,1197.0,0.07499999999999929,1,-2672.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:43:00,22.095,22.095,22.085,22.085,483.0,-0.01999999999999957,0,-714.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:44:00,22.07,22.075,22.045,22.07,1959.0,-0.024999999999998582,0,1476.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:45:00,22.075,22.075,22.05,22.05,85.0,-0.01999999999999957,0,-1874.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:46:00,22.035,22.035,21.985,21.985,4376.0,-0.08999999999999986,0,4291.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:47:00,21.965,22.055,21.96,22.05,3526.0,0.015000000000000568,1,-850.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:48:00,22.045,22.045,22.045,22.045,155.0,0.08000000000000185,1,-3371.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:49:00,22.015,22.025,21.98,21.99,5175.0,-0.05500000000000327,0,5020.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:50:00,21.97,22.015,21.955,21.995,6445.0,-0.01999999999999957,0,1270.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:51:00,22.005,22.005,21.955,21.965,1750.0,-0.004999999999999004,0,-4695.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:52:00,21.95,21.955,21.935,21.95,2186.0,-0.054999999999999716,0,436.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:53:00,21.93,21.94,21.93,21.935,764.0,-0.015000000000000568,0,-1422.0,0,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:54:00,21.93,21.935,21.91,21.93,2534.0,0.0,0,1770.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:55:00,21.925,21.985,21.92,21.985,2720.0,0.054999999999999716,1,186.0,1,,,,,,,,,,,,,,,,,,,,,
2020-06-30 09:56:00,22.0,22.0,21.975,21.985,1923.0,0.05999999999999873,1,-797.0,0,,,,,,,,,,,,,,,,,,,,,
