Date,OPEN,HIGH,LOW,CLOSE,VOLUME
2020-05-26 08:00:00,135.0,136.04,134.3,134.64,265589.0
2020-05-26 09:00:00,134.62,134.98,134.0,134.92,103917.0
2020-05-26 10:00:00,134.96,135.74,134.72,135.28,133402.0
2020-05-26 11:00:00,135.28,135.92,134.8,135.92,95054.0
2020-05-26 12:00:00,135.88,136.24,135.42,135.96,100854.0
2020-05-26 13:00:00,135.96,136.56,135.48,136.34,89485.0
2020-05-26 14:00:00,136.34,137.52,136.34,136.74,157031.0
2020-05-26 15:00:00,136.72,137.7,136.4,137.48,133024.0
2020-05-26 16:00:00,137.46,137.8,136.7,136.84,411301.0
