Date,OPEN,HIGH,LOW,CLOSE,VOLUME
2020-03-12 09:00:00,125.0,125.65,122.1,122.7,299224.0
2020-03-12 10:00:00,122.75,123.25,121.4,122.4,102547.0
2020-03-12 11:00:00,122.3,123.45,122.1,123.45,71990.0
2020-03-12 12:00:00,123.35,123.5,120.5,120.65,78472.0
2020-03-12 13:00:00,120.7,121.7,118.95,119.6,135747.0
2020-03-12 14:00:00,119.45,119.9,117.8,119.3,148069.0
2020-03-12 15:00:00,119.55,119.95,116.6,118.65,224354.0
2020-03-12 16:00:00,118.65,119.2,116.65,117.75,263753.0
2020-03-12 17:00:00,117.7,118.6,115.9,115.9,628932.0
