Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,flair_sentiment_header_score,flair_sentiment_content_score,compound_vader_header,compound_vader_articel_content,polarity_textblob_sentiment_header,polarity_textblob_sentiment_content
2020-06-22 09:00:00,50.82,51.34,50.18,51.2,48235.0,0.0,0,0.0,0,,,,,,
2020-06-22 10:00:00,51.16,51.7,51.06,51.46,29642.0,0.6400000000000006,1,-18593.0,0,,,,,,
2020-06-22 11:00:00,51.6,51.74,50.8,50.84,35446.0,-0.3199999999999932,0,5804.0,1,,,,,,
2020-06-22 12:00:00,50.88,51.02,50.54,50.66,42992.0,-0.9400000000000048,0,7546.0,1,,,,,,
2020-06-22 13:00:00,50.66,50.68,50.18,50.5,41317.0,-0.38000000000000256,0,-1675.0,0,,,,,,
2020-06-22 14:00:00,50.54,50.64,50.22,50.46,26549.0,-0.19999999999999574,0,-14768.0,0,,,,,,
2020-06-22 15:00:00,50.46,50.78,50.1,50.52,35373.0,-0.019999999999996017,0,8824.0,1,,,,,,
2020-06-22 16:00:00,50.5,50.56,50.18,50.24,51587.0,-0.21999999999999886,0,16214.0,1,,,,,,
2020-06-22 17:00:00,50.2,50.92,50.18,50.92,235263.0,0.4200000000000017,1,183676.0,1,,,,,,
