Date,OPEN,HIGH,LOW,CLOSE,VOLUME,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content
2020-01-24 09:01:00,156.65,157.5,156.65,157.25,43105.0,,,,,,,,,,,,,,,
2020-01-24 09:02:00,157.45,157.5,157.1,157.35,21154.0,,,,,,,,,,,,,,,
2020-01-24 09:03:00,157.35,157.35,156.95,157.1,8865.0,,,,,,,,,,,,,,,
2020-01-24 09:04:00,157.1,157.25,157.1,157.2,6480.0,,,,,,,,,,,,,,,
2020-01-24 09:05:00,157.15,157.3,157.15,157.2,6210.0,,,,,,,,,,,,,,,
2020-01-24 09:06:00,157.2,157.2,157.15,157.15,6879.0,,,,,,,,,,,,,,,
2020-01-24 09:07:00,157.1,157.2,156.9,157.1,11067.0,,,,,,,,,,,,,,,
2020-01-24 09:08:00,157.15,157.15,156.8,156.85,22157.0,,,,,,,,,,,,,,,
2020-01-24 09:09:00,156.75,157.0,156.75,156.95,15159.0,,,,,,,,,,,,,,,
2020-01-24 09:10:00,156.95,157.15,156.95,157.15,4284.0,,,,,,,,,,,,,,,
2020-01-24 09:11:00,157.2,157.35,157.15,157.35,9712.0,,,,,,,,,,,,,,,
2020-01-24 09:12:00,157.4,157.4,157.15,157.15,11582.0,,,,,,,,,,,,,,,
2020-01-24 09:13:00,157.15,157.4,157.15,157.4,4633.0,,,,,,,,,,,,,,,
2020-01-24 09:14:00,157.4,157.45,157.4,157.4,6515.0,,,,,,,,,,,,,,,
2020-01-24 09:15:00,157.4,157.5,157.4,157.5,4024.0,,,,,,,,,,,,,,,
2020-01-24 09:16:00,157.45,157.55,157.45,157.55,15247.0,,,,,,,,,,,,,,,
2020-01-24 09:17:00,157.55,157.55,157.4,157.45,7356.0,,,,,,,,,,,,,,,
2020-01-24 09:18:00,157.45,157.45,157.4,157.4,9448.0,,,,,,,,,,,,,,,
2020-01-24 09:19:00,157.45,157.55,157.4,157.4,8909.0,,,,,,,,,,,,,,,
2020-01-24 09:20:00,157.45,157.45,157.3,157.35,7355.0,,,,,,,,,,,,,,,
2020-01-24 09:21:00,157.4,157.45,157.3,157.45,10677.0,,,,,,,,,,,,,,,
2020-01-24 09:22:00,157.45,157.45,157.35,157.45,5865.0,,,,,,,,,,,,,,,
2020-01-24 09:23:00,157.45,157.45,157.45,157.45,1186.0,,,,,,,,,,,,,,,
2020-01-24 09:24:00,157.45,157.55,157.45,157.55,3200.0,,,,,,,,,,,,,,,
2020-01-24 09:25:00,157.55,157.7,157.55,157.6,8956.0,,,,,,,,,,,,,,,
2020-01-24 09:26:00,157.6,157.75,157.6,157.65,678.0,,,,,,,,,,,,,,,
2020-01-24 09:27:00,157.7,157.75,157.65,157.65,9573.0,,,,,,,,,,,,,,,
2020-01-24 09:28:00,157.6,157.65,157.6,157.65,2780.0,,,,,,,,,,,,,,,
2020-01-24 09:29:00,157.65,157.65,157.5,157.55,4187.0,,,,,,,,,,,,,,,
2020-01-24 09:30:00,157.55,157.55,157.5,157.5,828.0,,,,,,,,,,,,,,,
2020-01-24 09:31:00,157.5,157.8,157.5,157.7,16896.0,,,,,,,,,,,,,,,
2020-01-24 09:32:00,157.65,157.7,157.6,157.6,3238.0,,,,,,,,,,,,,,,
2020-01-24 09:33:00,157.55,157.65,157.5,157.65,2445.0,,,,,,,,,,,,,,,
2020-01-24 09:34:00,157.6,157.65,157.6,157.65,2500.0,,,,,,,,,,,,,,,
2020-01-24 09:35:00,157.6,157.6,157.55,157.6,832.0,,,,,,,,,,,,,,,
2020-01-24 09:36:00,157.65,158.05,157.65,158.05,14658.0,,,,,,,,,,,,,,,
2020-01-24 09:37:00,158.1,158.1,158.05,158.05,3602.0,,,,,,,,,,,,,,,
2020-01-24 09:38:00,158.05,158.05,158.0,158.05,11178.0,,,,,,,,,,,,,,,
2020-01-24 09:39:00,158.05,158.15,158.0,158.1,23049.0,,,,,,,,,,,,,,,
2020-01-24 09:40:00,158.1,158.1,158.0,158.05,13431.0,,,,,,,,,,,,,,,
2020-01-24 09:41:00,158.05,158.1,158.0,158.1,2279.0,,,,,,,,,,,,,,,
2020-01-24 09:42:00,158.1,158.1,157.95,158.0,5416.0,,,,,,,,,,,,,,,
2020-01-24 09:43:00,158.0,158.05,157.9,158.05,2787.0,,,,,,,,,,,,,,,
2020-01-24 09:44:00,158.0,158.05,157.95,158.05,3816.0,,,,,,,,,,,,,,,
2020-01-24 09:45:00,158.05,158.05,158.0,158.05,3163.0,,,,,,,,,,,,,,,
2020-01-24 09:46:00,158.1,158.2,158.1,158.2,6303.0,,,,,,,,,,,,,,,
2020-01-24 09:47:00,158.2,158.3,158.2,158.25,15085.0,,,,,,,,,,,,,,,
2020-01-24 09:48:00,158.2,158.25,158.1,158.15,14697.0,,,,,,,,,,,,,,,
2020-01-24 09:49:00,158.2,158.3,158.1,158.1,12759.0,,,,,,,,,,,,,,,
2020-01-24 09:50:00,158.1,158.1,157.9,157.9,10391.0,,,,,,,,,,,,,,,
2020-01-24 09:51:00,157.9,158.0,157.85,157.9,34506.0,,,,,,,,,,,,,,,
2020-01-24 09:52:00,157.9,158.05,157.85,157.95,21848.0,,,,,,,,,,,,,,,
2020-01-24 09:53:00,158.0,158.1,158.0,158.1,3556.0,,,,,,,,,,,,,,,
2020-01-24 09:54:00,158.1,158.15,158.1,158.15,2181.0,,,,,,,,,,,,,,,
2020-01-24 09:55:00,158.15,158.15,158.05,158.1,1593.0,,,,,,,,,,,,,,,
2020-01-24 09:56:00,158.1,158.1,158.1,158.1,4763.0,,,,,,,,,,,,,,,
2020-01-24 09:57:00,158.05,158.15,158.05,158.15,5689.0,,,,,,,,,,,,,,,
2020-01-24 09:58:00,158.15,158.15,158.05,158.1,4077.0,,,,,,,,,,,,,,,
2020-01-24 09:59:00,158.05,158.05,158.05,158.05,1502.0,,,,,,,,,,,,,,,
2020-01-24 10:00:00,158.05,158.1,158.05,158.1,1772.0,,,,,,,,,,,,,,,
2020-01-24 10:01:00,158.05,158.1,158.05,158.1,67.0,,,,,,,,,,,,,,,
2020-01-24 10:02:00,158.1,158.15,158.0,158.0,6883.0,,,,,,,,,,,,,,,
2020-01-24 10:03:00,157.95,157.95,157.85,157.9,2355.0,,,,,,,,,,,,,,,
2020-01-24 10:04:00,157.9,157.95,157.9,157.95,4649.0,,,,,,,,,,,,,,,
2020-01-24 10:05:00,157.9,157.9,157.9,157.9,145.0,,,,,,,,,,,,,,,
2020-01-24 10:06:00,157.85,157.85,157.85,157.85,1018.0,,,,,,,,,,,,,,,
2020-01-24 10:07:00,157.85,157.9,157.85,157.9,9080.0,,,,,,,,,,,,,,,
2020-01-24 10:08:00,157.95,158.0,157.95,157.95,5306.0,,,,,,,,,,,,,,,
2020-01-24 10:09:00,158.0,158.2,158.0,158.2,3441.0,,,,,,,,,,,,,,,
2020-01-24 10:10:00,158.15,158.15,158.1,158.1,2493.0,,,,,,,,,,,,,,,
2020-01-24 10:11:00,158.1,158.1,158.05,158.1,5022.0,,,,,,,,,,,,,,,
2020-01-24 10:12:00,158.05,158.05,158.0,158.0,2123.0,,,,,,,,,,,,,,,
2020-01-24 10:13:00,157.95,158.0,157.95,158.0,3941.0,,,,,,,,,,,,,,,
2020-01-24 10:14:00,158.05,158.1,158.0,158.0,9828.0,,,,,,,,,,,,,,,
2020-01-24 10:15:00,158.0,158.0,157.95,157.95,3397.0,,,,,,,,,,,,,,,
2020-01-24 10:16:00,157.95,157.95,157.85,157.85,3332.0,,,,,,,,,,,,,,,
2020-01-24 10:17:00,157.9,157.9,157.85,157.85,524.0,,,,,,,,,,,,,,,
2020-01-24 10:18:00,157.85,157.9,157.85,157.9,945.0,,,,,,,,,,,,,,,
2020-01-24 10:19:00,157.85,157.85,157.85,157.85,5.0,,,,,,,,,,,,,,,
2020-01-24 10:20:00,157.85,157.85,157.8,157.8,1251.0,,,,,,,,,,,,,,,
