Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded
2020-04-28 08:00:00,12.65,12.715,12.42,12.7,206291.0,0.0,0,0.0,0
2020-04-28 09:00:00,12.72,12.795,12.605,12.69,151615.0,0.03999999999999915,1,-54676.0,0
2020-04-28 10:00:00,12.695,13.0,12.665,12.98,229360.0,0.2599999999999998,1,77745.0,1
2020-04-28 11:00:00,12.985,12.985,12.89,12.92,143421.0,0.22499999999999964,1,-85939.0,0
2020-04-28 12:00:00,12.925,13.005,12.86,12.96,156379.0,-0.02499999999999858,0,12958.0,1
2020-04-28 13:00:00,12.96,13.15,12.955,13.14,257679.0,0.21499999999999986,1,101300.0,1
2020-04-28 14:00:00,13.135,13.175,12.95,13.005,288920.0,0.04499999999999993,1,31241.0,1
2020-04-28 15:00:00,13.0,13.04,12.775,12.79,423665.0,-0.34500000000000064,0,134745.0,1
2020-04-28 16:00:00,12.79,13.0,12.77,13.0,1061456.0,0.0,0,637791.0,1
