Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,flair_sentiment_header_score,flair_sentiment_content_score,compound_vader_header,compound_vader_articel_content,polarity_textblob_sentiment_header,polarity_textblob_sentiment_content
2020-07-17 09:00:00,59.95,60.33,59.5,60.19,384897.0,0.0,0,0.0,0,,,,,,
2020-07-17 10:00:00,60.2,60.3,60.05,60.17,135919.0,0.21999999999999886,1,-248978.0,0,,,,,,
2020-07-17 11:00:00,60.16,60.55,60.04,60.44,165679.0,0.2399999999999949,1,29760.0,1,,,,,,
2020-07-17 12:00:00,60.42,60.69,60.18,60.25,118426.0,0.09000000000000341,1,-47253.0,0,,,,,,
2020-07-17 13:00:00,60.19,60.28,60.02,60.13,218642.0,-0.28999999999999915,0,100216.0,1,,,,,,
2020-07-17 14:00:00,60.14,60.17,59.96,60.03,68199.0,-0.1599999999999966,0,-150443.0,0,,,,,,
2020-07-17 15:00:00,60.01,60.07,59.72,59.84,109839.0,-0.2999999999999972,0,41640.0,1,,,,,,
2020-07-17 16:00:00,59.83,59.94,59.55,59.92,177063.0,-0.0899999999999963,0,67224.0,1,,,,,,
2020-07-17 17:00:00,59.9,59.91,59.61,59.73,480147.0,-0.10000000000000142,0,303084.0,1,,,,,,
