Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded
2020-06-23 07:00:00,145.0,145.0,126.0,126.0,316400.0,0.0,0,0.0,0
2020-06-23 08:00:00,150.0,152.05,148.25,151.35,1505831.0,6.349999999999994,1,1189431.0,1
2020-06-23 09:00:00,151.4,151.6,150.5,150.5,370939.0,0.5,1,-1134892.0,0
2020-06-23 10:00:00,150.5,150.9,150.05,150.55,349190.0,-0.8499999999999943,0,-21749.0,0
2020-06-23 11:00:00,150.55,151.15,150.25,151.15,301066.0,0.6500000000000057,1,-48124.0,0
2020-06-23 12:00:00,151.15,151.55,150.9,151.3,275309.0,0.75,1,-25757.0,0
2020-06-23 13:00:00,151.3,151.45,150.7,150.8,217828.0,-0.3499999999999943,0,-57481.0,0
2020-06-23 14:00:00,150.85,150.9,149.25,149.25,328611.0,-2.0500000000000114,0,110783.0,1
2020-06-23 15:00:00,149.3,149.5,148.25,148.55,424312.0,-2.299999999999983,0,95701.0,1
2020-06-23 16:00:00,148.55,149.25,148.45,149.15,1074115.0,-0.15000000000000568,0,649803.0,1
