Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,url,header_x,release time_x,article content_x,formatted date_x,flair_sentiment_header_label,flair_sentiment_header_score,flair_sentiment_content_label,flair_sentiment_content_score,header_y,release time_y,article content_y,formatted date_y,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,header,release time,article content,formatteddate,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2019-10-17 09:01:00,66.9,67.05,66.79,67.05,15675.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:02:00,67.07,67.07,66.93,66.99,958.0,0.0899999999999892,1,-14717.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:03:00,67.01,67.01,66.9,66.9,3183.0,-0.1699999999999875,0,2225.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:04:00,67.0,67.05,67.0,67.05,3837.0,0.039999999999992035,1,654.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:05:00,67.02,67.03,66.93,67.03,2043.0,0.030000000000001137,1,-1794.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:06:00,67.02,67.2,67.02,67.17,7453.0,0.15000000000000568,1,5410.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:07:00,67.12,67.15,66.98,67.15,4153.0,0.13000000000000966,1,-3300.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:08:00,67.16,67.19,67.05,67.11,4972.0,-0.010000000000005116,0,819.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:09:00,67.1,67.12,67.07,67.09,3119.0,-0.06999999999999318,0,-1853.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:10:00,67.08,67.08,67.0,67.0,3223.0,-0.09999999999999433,0,104.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:11:00,66.96,67.0,66.92,66.97,3946.0,-0.10999999999999943,0,723.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:12:00,66.98,67.02,66.98,66.99,3013.0,0.030000000000001137,1,-933.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:13:00,66.98,66.98,66.92,66.95,5885.0,-0.030000000000001137,0,2872.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:14:00,66.93,66.93,66.89,66.91,2706.0,-0.07000000000000739,0,-3179.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 09:15:00,66.91,66.92,66.89,66.91,3972.0,-0.020000000000010232,0,1266.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
