Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded
2019-11-07 08:03:00,68.74,68.84,68.74,68.82,4580.0,0.0,0,0.0,0
2019-11-07 08:05:00,68.76,68.92,68.76,68.88,1912.0,0.14000000000000057,1,-2668.0,0
2019-11-07 08:06:00,68.96,69.14,68.92,69.08,13276.0,0.3199999999999932,1,11364.0,1
2019-11-07 08:07:00,69.12,69.12,69.0,69.1,3146.0,0.14000000000000057,1,-10130.0,0
2019-11-07 08:08:00,69.16,69.2,69.12,69.2,2286.0,0.0799999999999983,1,-860.0,0
2019-11-07 08:09:00,69.18,69.18,69.12,69.14,848.0,-0.01999999999999602,0,-1438.0,0
2019-11-07 08:10:00,69.08,69.08,69.02,69.02,346.0,-0.1600000000000108,0,-502.0,0
2019-11-07 08:11:00,69.06,69.1,69.06,69.1,692.0,0.01999999999999602,1,346.0,1
2019-11-07 08:12:00,69.1,69.14,69.1,69.14,136.0,0.0799999999999983,1,-556.0,0
2019-11-07 08:13:00,69.12,69.18,69.12,69.18,221.0,0.0800000000000125,1,85.0,1
2019-11-07 08:14:00,69.3,69.32,69.26,69.26,1401.0,0.14000000000000057,1,1180.0,1
2019-11-07 08:16:00,69.26,69.28,69.26,69.26,407.0,-0.03999999999999204,0,-994.0,0
2019-11-07 08:18:00,69.24,69.24,69.18,69.2,962.0,-0.060000000000002274,0,555.0,1
2019-11-07 08:19:00,69.2,69.22,69.18,69.22,1682.0,-0.01999999999999602,0,720.0,1
2019-11-07 08:20:00,69.2,69.2,69.2,69.2,81.0,0.0,0,-1601.0,0
2019-11-07 08:21:00,69.24,69.24,69.2,69.2,556.0,0.0,0,475.0,1
2019-11-07 08:22:00,69.18,69.18,69.14,69.14,414.0,-0.09999999999999432,0,-142.0,0
2019-11-07 08:23:00,69.14,69.14,69.1,69.1,334.0,-0.0800000000000125,0,-80.0,0
2019-11-07 08:24:00,69.08,69.08,69.04,69.06,543.0,-0.0799999999999983,0,209.0,1
2019-11-07 08:25:00,69.02,69.02,68.98,68.98,290.0,-0.09999999999999432,0,-253.0,0
2019-11-07 08:26:00,69.02,69.02,68.96,68.96,809.0,-0.060000000000002274,0,519.0,1
2019-11-07 08:27:00,69.0,69.0,68.96,68.96,226.0,-0.060000000000002274,0,-583.0,0
2019-11-07 08:29:00,68.94,69.0,68.94,68.98,490.0,-0.01999999999999602,0,264.0,1
2019-11-07 08:30:00,69.04,69.04,69.02,69.02,304.0,0.0799999999999983,1,-186.0,0
2019-11-07 08:31:00,69.06,69.06,69.06,69.06,35.0,0.01999999999999602,1,-269.0,0
2019-11-07 08:32:00,69.12,69.16,69.12,69.16,201.0,0.09999999999999432,1,166.0,1
2019-11-07 08:33:00,69.26,69.36,69.26,69.36,1503.0,0.23999999999999488,1,1302.0,1
2019-11-07 08:34:00,69.38,69.4,69.38,69.38,640.0,0.11999999999999034,1,-863.0,0
2019-11-07 08:37:00,69.46,69.46,69.4,69.42,472.0,0.04000000000000625,1,-168.0,0
2019-11-07 08:38:00,69.42,69.42,69.42,69.42,61.0,-0.03999999999999204,0,-411.0,0
2019-11-07 08:39:00,69.4,69.4,69.38,69.38,200.0,-0.04000000000000625,0,139.0,1
2019-11-07 08:41:00,69.4,69.44,69.4,69.44,720.0,0.03999999999999204,1,520.0,1
2019-11-07 08:42:00,69.44,69.48,69.44,69.48,455.0,0.0799999999999983,1,-265.0,0
2019-11-07 08:45:00,69.42,69.42,69.4,69.4,658.0,-0.03999999999999204,0,203.0,1
2019-11-07 08:46:00,69.38,69.38,69.36,69.36,263.0,-0.060000000000002274,0,-395.0,0
