Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,flair_sentiment_header_score,flair_sentiment_content_score,compound_vader_header,compound_vader_articel_content,polarity_textblob_sentiment_header,polarity_textblob_sentiment_content
2020-07-29 09:00:00,24.28,24.5,24.0,24.26,350700.0,0.0,0,0.0,0,,,,,,
2020-07-29 10:00:00,24.265,24.375,24.03,24.04,142550.0,-0.24000000000000196,0,-208150.0,0,,,,,,
2020-07-29 11:00:00,24.045,24.185,23.905,24.165,141028.0,-0.10000000000000142,0,-1522.0,0,,,,,,
2020-07-29 12:00:00,24.17,24.31,24.16,24.27,50564.0,0.22499999999999787,1,-90464.0,0,,,,,,
2020-07-29 13:00:00,24.265,24.35,24.245,24.335,55543.0,0.16499999999999915,1,4979.0,1,,,,,,
2020-07-29 14:00:00,24.345,24.37,24.27,24.355,70880.0,0.08999999999999986,1,15337.0,1,,,,,,
2020-07-29 15:00:00,24.365,24.38,24.06,24.18,141982.0,-0.16499999999999915,0,71102.0,1,,,,,,
2020-07-29 16:00:00,24.17,24.225,23.945,24.005,179998.0,-0.35999999999999943,0,38016.0,1,-0.9996,-0.9999,-0.4404,-0.9917,-0.6999999999999998,0.009611245628194778
2020-07-29 16:00:00,24.17,24.225,23.945,24.005,179998.0,-0.35999999999999943,0,38016.0,1,-0.9996,-0.9987,-0.4404,-0.9892,-0.6999999999999998,0.005032828282828282
2020-07-29 16:00:00,24.17,24.225,23.945,24.005,179998.0,-0.35999999999999943,0,38016.0,1,-0.9996,-0.9999,-0.4404,-0.9917,-0.6999999999999998,0.009611245628194778
2020-07-29 16:00:00,24.17,24.225,23.945,24.005,179998.0,-0.35999999999999943,0,38016.0,1,-0.9996,-0.9987,-0.4404,-0.9892,-0.6999999999999998,0.005032828282828282
2020-07-29 17:00:00,24.01,24.035,23.95,23.985,528208.0,-0.18500000000000227,0,348210.0,1,,,,,,
