Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2019-08-21 09:01:00,59.79,59.97,59.79,59.82,8752.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,
2019-08-21 09:02:00,59.82,59.85,59.77,59.77,775.0,-0.019999999999996017,0,-7977.0,0,,,,,,,,,,,,,,,,,,,
2019-08-21 09:03:00,59.83,59.9,59.83,59.9,771.0,0.0799999999999983,1,-4.0,0,,,,,,,,,,,,,,,,,,,
2019-08-21 09:04:00,59.9,59.95,59.89,59.95,2612.0,0.12000000000000455,1,1841.0,1,,,,,,,,,,,,,,,,,,,
2019-08-21 09:05:00,59.99,60.03,59.97,59.99,2575.0,0.09000000000000341,1,-37.0,0,,,,,,,,,,,,,,,,,,,
2019-08-21 09:06:00,60.02,60.13,60.0,60.13,3684.0,0.14000000000000054,1,1109.0,1,,,,,,,,,,,,,,,,,,,
2019-08-21 09:07:00,60.14,60.15,60.04,60.04,3463.0,0.019999999999996017,1,-221.0,0,,,,,,,,,,,,,,,,,,,
2019-08-21 09:08:00,60.06,60.06,60.04,60.06,1057.0,-0.0799999999999983,0,-2406.0,0,,,,,,,,,,,,,,,,,,,
2019-08-21 09:09:00,60.07,60.09,60.0,60.08,2361.0,0.019999999999996017,1,1304.0,1,,,,,,,,,,,,,,,,,,,
2019-08-21 09:10:00,60.09,60.14,60.09,60.14,365.0,0.07000000000000027,1,-1996.0,0,,,,,,,,,,,,,,,,,,,
2019-08-21 09:11:00,60.19,60.22,60.17,60.18,2459.0,0.0899999999999963,1,2094.0,1,,,,,,,,,,,,,,,,,,,
2019-08-21 09:12:00,60.18,60.19,60.17,60.19,450.0,0.0,0,-2009.0,0,,,,,,,,,,,,,,,,,,,
2019-08-21 09:13:00,60.17,60.17,60.15,60.15,485.0,-0.030000000000001137,0,35.0,1,,,,,,,,,,,,,,,,,,,
2019-08-21 09:14:00,60.15,60.17,60.14,60.14,1391.0,-0.030000000000001137,0,906.0,1,,,,,,,,,,,,,,,,,,,
2019-08-21 09:15:00,60.13,60.14,60.1,60.14,739.0,-0.009999999999998009,0,-652.0,0,,,,,,,,,,,,,,,,,,,
