Date,OPEN,HIGH,LOW,CLOSE,VOLUME,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content
2020-06-17 09:01:00,136.62,137.26,136.5,137.26,11734.0,,,,,,,,,,,,,,,
2020-06-17 09:02:00,137.4,137.7,137.38,137.7,3631.0,,,,,,,,,,,,,,,
2020-06-17 09:03:00,137.78,138.04,137.76,137.9,2854.0,,,,,,,,,,,,,,,
2020-06-17 09:04:00,137.82,137.94,137.36,137.52,4824.0,,,,,,,,,,,,,,,
2020-06-17 09:05:00,137.62,137.66,137.6,137.6,343.0,,,,,,,,,,,,,,,
2020-06-17 09:06:00,137.5,137.98,137.5,137.98,2326.0,,,,,,,,,,,,,,,
2020-06-17 09:07:00,138.0,138.06,137.86,137.96,11020.0,,,,,,,,,,,,,,,
2020-06-17 09:08:00,137.96,138.22,137.84,137.84,6968.0,,,,,,,,,,,,,,,
2020-06-17 09:09:00,137.68,137.68,137.52,137.52,381.0,,,,,,,,,,,,,,,
2020-06-17 09:10:00,137.54,137.56,137.38,137.54,2719.0,,,,,,,,,,,,,,,
2020-06-17 09:11:00,137.64,137.84,137.64,137.84,746.0,,,,,,,,,,,,,,,
2020-06-17 09:12:00,137.64,138.0,137.64,137.78,6963.0,,,,,,,,,,,,,,,
2020-06-17 09:13:00,137.68,137.7,137.42,137.42,994.0,,,,,,,,,,,,,,,
2020-06-17 09:14:00,137.36,137.36,137.02,137.02,10453.0,,,,,,,,,,,,,,,
2020-06-17 09:15:00,137.0,137.0,136.62,136.88,4344.0,,,,,,,,,,,,,,,
2020-06-17 09:16:00,136.76,136.8,136.34,136.34,1307.0,,,,,,,,,,,,,,,
2020-06-17 09:17:00,136.48,136.5,136.04,136.3,4010.0,,,,,,,,,,,,,,,
2020-06-17 09:18:00,136.3,136.32,136.08,136.16,4854.0,,,,,,,,,,,,,,,
2020-06-17 09:19:00,136.1,136.36,136.08,136.36,3534.0,,,,,,,,,,,,,,,
2020-06-17 09:20:00,136.36,136.46,136.1,136.12,1201.0,,,,,,,,,,,,,,,
2020-06-17 09:21:00,136.18,136.2,135.9,135.92,1880.0,,,,,,,,,,,,,,,
2020-06-17 09:22:00,135.94,136.1,135.86,136.04,1630.0,,,,,,,,,,,,,,,
2020-06-17 09:23:00,136.1,136.34,136.1,136.32,1807.0,,,,,,,,,,,,,,,
2020-06-17 09:24:00,136.3,136.3,136.08,136.28,1214.0,,,,,,,,,,,,,,,
2020-06-17 09:25:00,136.3,136.42,136.28,136.38,923.0,,,,,,,,,,,,,,,
2020-06-17 09:26:00,136.34,136.54,136.34,136.36,2021.0,,,,,,,,,,,,,,,
2020-06-17 09:27:00,136.34,136.52,136.32,136.5,793.0,,,,,,,,,,,,,,,
2020-06-17 09:28:00,136.58,137.12,136.58,137.02,1121.0,,,,,,,,,,,,,,,
2020-06-17 09:29:00,137.1,137.28,137.0,137.2,1974.0,,,,,,,,,,,,,,,
2020-06-17 09:30:00,137.22,137.46,137.22,137.26,5451.0,,,,,,,,,,,,,,,
2020-06-17 09:31:00,137.3,137.36,137.08,137.22,1503.0,,,,,,,,,,,,,,,
2020-06-17 09:32:00,137.18,137.2,137.02,137.2,1964.0,,,,,,,,,,,,,,,
2020-06-17 09:33:00,137.12,137.28,137.12,137.24,790.0,,,,,,,,,,,,,,,
2020-06-17 09:34:00,137.24,137.36,137.04,137.28,6983.0,,,,,,,,,,,,,,,
2020-06-17 09:35:00,137.34,137.34,137.12,137.18,1193.0,,,,,,,,,,,,,,,
2020-06-17 09:36:00,137.12,137.28,137.0,137.2,2211.0,,,,,,,,,,,,,,,
2020-06-17 09:37:00,137.26,137.4,137.16,137.16,5702.0,,,,,,,,,,,,,,,
2020-06-17 09:38:00,137.14,137.42,137.0,137.22,4444.0,,,,,,,,,,,,,,,
2020-06-17 09:39:00,137.18,137.36,137.06,137.34,1670.0,,,,,,,,,,,,,,,
2020-06-17 09:40:00,137.36,137.46,137.3,137.46,1151.0,,,,,,,,,,,,,,,
2020-06-17 09:41:00,137.42,137.54,137.38,137.48,2460.0,,,,,,,,,,,,,,,
2020-06-17 09:42:00,137.52,137.58,137.46,137.58,748.0,,,,,,,,,,,,,,,
2020-06-17 09:43:00,137.6,137.6,137.38,137.38,5954.0,,,,,,,,,,,,,,,
2020-06-17 09:44:00,137.4,137.5,137.28,137.46,4074.0,,,,,,,,,,,,,,,
2020-06-17 09:45:00,137.38,137.52,137.3,137.5,1622.0,,,,,,,,,,,,,,,
2020-06-17 09:46:00,137.5,137.54,137.36,137.44,1232.0,,,,,,,,,,,,,,,
2020-06-17 09:47:00,137.38,137.52,137.32,137.36,3854.0,,,,,,,,,,,,,,,
2020-06-17 09:48:00,137.34,137.58,137.34,137.46,3021.0,,,,,,,,,,,,,,,
2020-06-17 09:49:00,137.46,137.68,137.42,137.56,4528.0,,,,,,,,,,,,,,,
2020-06-17 09:50:00,137.56,137.9,137.56,137.82,2085.0,,,,,,,,,,,,,,,
2020-06-17 09:51:00,137.86,137.9,137.68,137.78,1678.0,,,,,,,,,,,,,,,
