Date,OPEN,HIGH,LOW,CLOSE,VOLUME
2020-03-03 09:00:00,980.0,1020.0,980.0,1000.0,252.0
2020-03-03 10:00:00,1000.0,1000.0,1000.0,1000.0,3.0
2020-03-03 11:00:00,1000.0,1000.0,1000.0,1000.0,24.0
2020-03-03 12:00:00,996.0,1005.0,994.0,1005.0,33.0
2020-03-03 13:00:00,1020.0,1020.0,1005.0,1005.0,6.0
2020-03-03 14:00:00,1005.0,1015.0,1005.0,1015.0,34.0
2020-03-03 15:00:00,1015.0,1020.0,1010.0,1010.0,147.0
2020-03-03 16:00:00,1005.0,1005.0,1000.0,1000.0,40.0
2020-03-03 17:00:00,1000.0,1020.0,1000.0,1020.0,123.0
