Date,OPEN,HIGH,LOW,CLOSE,VOLUME
2019-09-11 07:01:00,64.2,64.3,64.16,64.29,14650.0
2019-09-11 07:02:00,64.29,64.29,64.12,64.25,2287.0
2019-09-11 07:03:00,64.26,64.43,64.26,64.36,14891.0
2019-09-11 07:04:00,64.36,64.36,64.22,64.25,2002.0
2019-09-11 07:05:00,64.26,64.29,64.13,64.2,3675.0
2019-09-11 07:06:00,64.18,64.21,64.15,64.19,2748.0
2019-09-11 07:07:00,64.2,64.23,64.17,64.19,2178.0
2019-09-11 07:08:00,64.21,64.27,64.16,64.27,9735.0
2019-09-11 07:09:00,64.28,64.3,64.2,64.22,2280.0
2019-09-11 07:10:00,64.24,64.33,64.24,64.27,4052.0
2019-09-11 07:11:00,64.3,64.3,64.25,64.27,2023.0
2019-09-11 07:12:00,64.27,64.3,64.23,64.23,954.0
2019-09-11 07:13:00,64.24,64.24,64.22,64.22,201.0
2019-09-11 07:14:00,64.2,64.21,64.17,64.18,4853.0
2019-09-11 07:15:00,64.16,64.2,64.14,64.18,1596.0
2019-09-11 07:16:00,64.19,64.21,64.17,64.19,2538.0
2019-09-11 07:17:00,64.22,64.25,64.21,64.21,1404.0
2019-09-11 07:18:00,64.17,64.17,64.1,64.1,16074.0
2019-09-11 07:19:00,64.09,64.17,64.06,64.07,29667.0
2019-09-11 07:20:00,64.07,64.14,64.06,64.12,6486.0
2019-09-11 07:21:00,64.1,64.15,64.09,64.15,1910.0
2019-09-11 07:22:00,64.14,64.15,64.12,64.14,2443.0
2019-09-11 07:23:00,64.15,64.17,64.14,64.17,1348.0
2019-09-11 07:24:00,64.14,64.15,64.09,64.11,4438.0
2019-09-11 07:25:00,64.12,64.14,64.09,64.12,2785.0
2019-09-11 07:26:00,64.13,64.18,64.13,64.18,2999.0
2019-09-11 07:27:00,64.17,64.31,64.17,64.27,13033.0
2019-09-11 07:28:00,64.29,64.31,64.27,64.3,2821.0
2019-09-11 07:29:00,64.3,64.32,64.29,64.29,5247.0
2019-09-11 07:30:00,64.31,64.31,64.24,64.27,3886.0
2019-09-11 07:31:00,64.26,64.29,64.25,64.29,1066.0
2019-09-11 07:32:00,64.27,64.3,64.27,64.3,1787.0
2019-09-11 07:33:00,64.3,64.32,64.29,64.3,4191.0
2019-09-11 07:34:00,64.34,64.36,64.31,64.33,2023.0
2019-09-11 07:35:00,64.34,64.38,64.29,64.31,4883.0
2019-09-11 07:36:00,64.3,64.3,64.24,64.24,2157.0
2019-09-11 07:37:00,64.22,64.25,64.21,64.22,5561.0
2019-09-11 07:38:00,64.23,64.26,64.23,64.23,2323.0
2019-09-11 07:39:00,64.23,64.26,64.21,64.21,2858.0
2019-09-11 07:40:00,64.21,64.21,64.18,64.19,2175.0
2019-09-11 07:41:00,64.19,64.2,64.06,64.06,22848.0
2019-09-11 07:42:00,64.05,64.26,64.04,64.24,7198.0
2019-09-11 07:43:00,64.23,64.32,64.22,64.3,5463.0
2019-09-11 07:44:00,64.28,64.32,64.25,64.31,4498.0
2019-09-11 07:45:00,64.31,64.35,64.31,64.31,6119.0
2019-09-11 07:46:00,64.33,64.34,64.31,64.31,1100.0
2019-09-11 07:47:00,64.31,64.31,64.28,64.3,883.0
2019-09-11 07:48:00,64.29,64.32,64.29,64.32,1821.0
2019-09-11 07:49:00,64.33,64.36,64.32,64.36,1962.0
2019-09-11 07:50:00,64.37,64.38,64.32,64.37,10812.0
2019-09-11 07:51:00,64.38,64.38,64.34,64.37,3405.0
2019-09-11 07:52:00,64.38,64.43,64.38,64.42,10930.0
2019-09-11 07:53:00,64.42,64.48,64.4,64.46,5801.0
2019-09-11 07:54:00,64.47,64.48,64.43,64.43,4279.0
2019-09-11 07:55:00,64.45,64.45,64.4,64.4,8112.0
2019-09-11 07:56:00,64.4,64.4,64.37,64.38,562.0
2019-09-11 07:57:00,64.38,64.41,64.35,64.4,4849.0
2019-09-11 07:58:00,64.41,64.52,64.41,64.5,4645.0
2019-09-11 07:59:00,64.48,64.49,64.47,64.48,1266.0
2019-09-11 08:00:00,64.49,64.49,64.43,64.44,2507.0
2019-09-11 08:01:00,64.44,64.48,64.44,64.45,2519.0
2019-09-11 08:02:00,64.45,64.45,64.44,64.45,422.0
2019-09-11 08:03:00,64.46,64.47,64.43,64.43,955.0
2019-09-11 08:04:00,64.42,64.43,64.42,64.43,207.0
2019-09-11 08:05:00,64.42,64.44,64.36,64.36,2778.0
2019-09-11 08:06:00,64.36,64.39,64.36,64.38,3815.0
2019-09-11 08:07:00,64.37,64.37,64.32,64.32,1988.0
2019-09-11 08:08:00,64.35,64.37,64.33,64.33,1390.0
2019-09-11 08:09:00,64.33,64.34,64.32,64.34,1363.0
2019-09-11 08:10:00,64.35,64.35,64.33,64.33,475.0
2019-09-11 08:11:00,64.33,64.33,64.28,64.3,1609.0
2019-09-11 08:12:00,64.29,64.3,64.28,64.3,477.0
2019-09-11 08:13:00,64.3,64.32,64.3,64.32,612.0
2019-09-11 08:14:00,64.31,64.31,64.29,64.29,687.0
2019-09-11 08:15:00,64.29,64.3,64.27,64.27,1510.0
2019-09-11 08:16:00,64.27,64.27,64.25,64.27,417.0
2019-09-11 08:17:00,64.25,64.25,64.23,64.23,1185.0
2019-09-11 08:18:00,64.23,64.25,64.23,64.23,632.0
2019-09-11 08:19:00,64.23,64.25,64.23,64.25,515.0
2019-09-11 08:20:00,64.27,64.27,64.24,64.25,756.0
2019-09-11 08:21:00,64.25,64.31,64.23,64.3,4131.0
2019-09-11 08:22:00,64.31,64.31,64.28,64.3,1473.0
2019-09-11 08:23:00,64.29,64.3,64.24,64.25,1697.0
2019-09-11 08:24:00,64.24,64.24,64.21,64.24,998.0
2019-09-11 08:25:00,64.24,64.24,64.18,64.18,419.0
2019-09-11 08:26:00,64.2,64.2,64.18,64.19,998.0
2019-09-11 08:27:00,64.18,64.2,64.18,64.2,1830.0
2019-09-11 08:28:00,64.19,64.22,64.19,64.22,717.0
2019-09-11 08:29:00,64.19,64.21,64.19,64.21,912.0
2019-09-11 08:30:00,64.2,64.2,64.18,64.18,436.0
2019-09-11 08:31:00,64.19,64.22,64.18,64.22,2411.0
2019-09-11 08:32:00,64.23,64.23,64.22,64.23,896.0
2019-09-11 08:33:00,64.22,64.24,64.21,64.22,1496.0
2019-09-11 08:34:00,64.22,64.22,64.22,64.22,319.0
2019-09-11 08:35:00,64.22,64.24,64.19,64.19,2023.0
2019-09-11 08:36:00,64.19,64.21,64.17,64.19,3115.0
2019-09-11 08:37:00,64.19,64.19,64.13,64.13,2495.0
2019-09-11 08:38:00,64.13,64.16,64.13,64.13,1057.0
2019-09-11 08:39:00,64.14,64.16,64.14,64.16,169.0
2019-09-11 08:40:00,64.2,64.22,64.2,64.21,1681.0
2019-09-11 08:41:00,64.21,64.21,64.19,64.19,1920.0
2019-09-11 08:42:00,64.2,64.28,64.2,64.22,7009.0
2019-09-11 08:43:00,64.22,64.25,64.22,64.23,837.0
2019-09-11 08:44:00,64.22,64.22,64.19,64.21,2342.0
2019-09-11 08:45:00,64.22,64.22,64.2,64.2,302.0
2019-09-11 08:46:00,64.2,64.24,64.2,64.24,1440.0
2019-09-11 08:47:00,64.24,64.24,64.24,64.24,257.0
2019-09-11 08:48:00,64.24,64.25,64.23,64.25,974.0
2019-09-11 08:49:00,64.25,64.28,64.24,64.24,8998.0
2019-09-11 08:50:00,64.26,64.28,64.26,64.28,2409.0
2019-09-11 08:51:00,64.29,64.29,64.23,64.25,4369.0
2019-09-11 08:52:00,64.24,64.33,64.24,64.33,7672.0
2019-09-11 08:53:00,64.33,64.33,64.3,64.32,478.0
2019-09-11 08:54:00,64.29,64.35,64.29,64.34,1402.0
2019-09-11 08:55:00,64.35,64.35,64.34,64.34,552.0
2019-09-11 08:56:00,64.35,64.36,64.32,64.32,1711.0
2019-09-11 08:57:00,64.32,64.32,64.31,64.31,883.0
2019-09-11 08:58:00,64.3,64.3,64.3,64.3,191.0
2019-09-11 08:59:00,64.3,64.32,64.3,64.31,465.0
2019-09-11 09:00:00,64.31,64.31,64.3,64.31,234.0
2019-09-11 09:01:00,64.31,64.31,64.27,64.29,4821.0
2019-09-11 09:02:00,64.26,64.28,64.25,64.27,1471.0
2019-09-11 09:03:00,64.28,64.3,64.28,64.3,991.0
2019-09-11 09:04:00,64.33,64.35,64.31,64.35,1537.0
2019-09-11 09:05:00,64.37,64.37,64.35,64.35,853.0
2019-09-11 09:06:00,64.35,64.35,64.35,64.35,92.0
2019-09-11 09:07:00,64.35,64.4,64.35,64.36,3239.0
2019-09-11 09:08:00,64.37,64.37,64.35,64.37,1027.0
2019-09-11 09:09:00,64.38,64.38,64.37,64.37,139.0
2019-09-11 09:10:00,64.37,64.39,64.37,64.39,657.0
2019-09-11 09:11:00,64.4,64.4,64.39,64.39,936.0
2019-09-11 09:12:00,64.38,64.4,64.38,64.4,544.0
2019-09-11 09:13:00,64.4,64.41,64.4,64.41,5482.0
2019-09-11 09:14:00,64.41,64.42,64.4,64.41,1380.0
2019-09-11 09:15:00,64.39,64.41,64.38,64.41,4858.0
2019-09-11 09:16:00,64.41,64.41,64.35,64.38,1788.0
2019-09-11 09:17:00,64.37,64.37,64.37,64.37,167.0
2019-09-11 09:18:00,64.39,64.4,64.38,64.38,638.0
2019-09-11 09:19:00,64.4,64.43,64.4,64.43,1996.0
2019-09-11 09:20:00,64.42,64.44,64.41,64.41,1282.0
2019-09-11 09:21:00,64.41,64.42,64.4,64.41,774.0
2019-09-11 09:22:00,64.41,64.41,64.4,64.4,1225.0
2019-09-11 09:23:00,64.4,64.42,64.4,64.42,1853.0
2019-09-11 09:24:00,64.42,64.44,64.42,64.42,1567.0
2019-09-11 09:25:00,64.41,64.43,64.4,64.43,3044.0
2019-09-11 09:26:00,64.44,64.46,64.44,64.46,1977.0
2019-09-11 09:27:00,64.44,64.44,64.42,64.43,3252.0
2019-09-11 09:28:00,64.42,64.43,64.42,64.42,424.0
2019-09-11 09:29:00,64.42,64.44,64.42,64.43,3485.0
2019-09-11 09:30:00,64.43,64.46,64.43,64.45,2969.0
2019-09-11 09:31:00,64.43,64.49,64.43,64.49,6752.0
2019-09-11 09:32:00,64.49,64.53,64.49,64.5,4592.0
2019-09-11 09:33:00,64.49,64.6,64.49,64.58,23347.0
2019-09-11 09:34:00,64.57,64.58,64.55,64.56,6756.0
2019-09-11 09:35:00,64.57,64.61,64.56,64.6,4584.0
2019-09-11 09:36:00,64.6,64.63,64.59,64.61,8306.0
2019-09-11 09:37:00,64.61,64.62,64.59,64.6,6960.0
2019-09-11 09:38:00,64.61,64.61,64.59,64.6,4009.0
2019-09-11 09:39:00,64.59,64.6,64.58,64.6,861.0
2019-09-11 09:40:00,64.61,64.67,64.61,64.65,17278.0
2019-09-11 09:41:00,64.67,64.67,64.65,64.66,1349.0
2019-09-11 09:42:00,64.67,64.69,64.65,64.68,2282.0
2019-09-11 09:43:00,64.68,64.68,64.61,64.62,4253.0
2019-09-11 09:44:00,64.61,64.61,64.61,64.61,916.0
2019-09-11 09:45:00,64.6,64.6,64.56,64.56,1195.0
2019-09-11 09:46:00,64.55,64.55,64.52,64.54,1156.0
2019-09-11 09:47:00,64.52,64.54,64.52,64.54,138.0
2019-09-11 09:48:00,64.51,64.52,64.49,64.52,727.0
2019-09-11 09:49:00,64.51,64.54,64.51,64.53,761.0
2019-09-11 09:50:00,64.53,64.54,64.53,64.54,363.0
2019-09-11 09:51:00,64.56,64.56,64.54,64.54,569.0
2019-09-11 09:52:00,64.54,64.56,64.54,64.56,344.0
2019-09-11 09:53:00,64.57,64.58,64.57,64.57,392.0
2019-09-11 09:54:00,64.56,64.56,64.56,64.56,68.0
2019-09-11 09:55:00,64.57,64.59,64.57,64.59,598.0
2019-09-11 09:56:00,64.59,64.59,64.59,64.59,614.0
2019-09-11 09:57:00,64.59,64.59,64.53,64.53,851.0
2019-09-11 09:58:00,64.53,64.53,64.53,64.53,89.0
2019-09-11 09:59:00,64.54,64.54,64.52,64.52,316.0
2019-09-11 10:00:00,64.52,64.52,64.44,64.47,4437.0
2019-09-11 10:01:00,64.49,64.53,64.49,64.53,1046.0
2019-09-11 10:02:00,64.54,64.55,64.54,64.55,2285.0
2019-09-11 10:03:00,64.54,64.54,64.53,64.53,282.0
2019-09-11 10:04:00,64.52,64.52,64.48,64.48,721.0
2019-09-11 10:05:00,64.49,64.5,64.49,64.49,172.0
2019-09-11 10:06:00,64.48,64.48,64.45,64.45,183.0
2019-09-11 10:07:00,64.42,64.44,64.42,64.44,911.0
