Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded
2019-08-19 07:01:00,129.4,129.75,129.4,129.65,75375.0,0.0,0,0.0,0
2019-08-19 07:02:00,129.75,130.1,129.75,129.9,36019.0,0.5,1,-39356.0,0
2019-08-19 07:03:00,129.9,130.5,129.9,130.5,26193.0,0.75,1,-9826.0,0
2019-08-19 07:04:00,130.4,130.4,129.95,129.95,6488.0,0.04999999999998295,1,-19705.0,0
2019-08-19 07:05:00,129.9,129.9,129.8,129.85,7752.0,-0.5500000000000114,0,1264.0,1
2019-08-19 07:06:00,129.9,129.95,129.75,129.95,12488.0,0.04999999999998295,1,4736.0,1
2019-08-19 07:07:00,129.95,130.1,129.85,130.05,9540.0,0.15000000000000568,1,-2948.0,0
2019-08-19 07:08:00,130.0,130.0,129.9,130.0,7321.0,0.05000000000001137,1,-2219.0,0
2019-08-19 07:09:00,130.0,130.1,129.95,129.95,7009.0,-0.05000000000001137,0,-312.0,0
2019-08-19 07:10:00,129.9,130.05,129.9,130.05,3446.0,0.05000000000001137,1,-3563.0,0
2019-08-19 07:11:00,130.0,130.05,129.95,129.95,13175.0,0.04999999999998295,1,9729.0,1
2019-08-19 07:12:00,129.95,130.25,129.95,130.25,8455.0,0.25,1,-4720.0,0
2019-08-19 07:13:00,130.25,130.3,130.2,130.3,9330.0,0.35000000000002274,1,875.0,1
2019-08-19 07:14:00,130.25,130.35,130.15,130.35,9139.0,0.09999999999999432,1,-191.0,0
2019-08-19 07:15:00,130.4,130.5,130.4,130.5,4376.0,0.25,1,-4763.0,0
2019-08-19 07:16:00,130.55,130.6,130.35,130.4,21651.0,0.0,0,17275.0,1
2019-08-19 07:17:00,130.4,130.4,130.25,130.35,6255.0,-0.20000000000001705,0,-15396.0,0
2019-08-19 07:18:00,130.35,130.35,130.2,130.25,7870.0,-0.15000000000000568,0,1615.0,1
2019-08-19 07:19:00,130.25,130.3,130.25,130.3,2268.0,-0.04999999999998295,0,-5602.0,0
2019-08-19 07:20:00,130.3,130.35,130.3,130.35,2729.0,0.09999999999999432,1,461.0,1
2019-08-19 07:21:00,130.3,130.3,130.1,130.1,5891.0,-0.20000000000001705,0,3162.0,1
2019-08-19 07:22:00,130.15,130.15,130.1,130.15,1395.0,-0.15000000000000568,0,-4496.0,0
2019-08-19 07:23:00,130.15,130.2,130.15,130.2,6249.0,0.04999999999998295,1,4854.0,1
2019-08-19 07:24:00,130.15,130.25,130.15,130.25,7405.0,0.09999999999999432,1,1156.0,1
2019-08-19 07:25:00,130.1,130.1,130.05,130.05,2711.0,-0.09999999999999432,0,-4694.0,0
2019-08-19 07:26:00,130.05,130.05,129.95,129.95,6707.0,-0.15000000000000568,0,3996.0,1
2019-08-19 07:27:00,130.0,130.0,129.9,130.0,6684.0,-0.05000000000001137,0,-23.0,0
2019-08-19 07:28:00,129.95,130.05,129.95,130.05,3474.0,0.05000000000001137,1,-3210.0,0
2019-08-19 07:29:00,130.1,130.1,130.05,130.05,820.0,0.10000000000002274,1,-2654.0,0
2019-08-19 07:30:00,130.05,130.1,130.05,130.05,2834.0,-0.04999999999998295,0,2014.0,1
2019-08-19 07:31:00,130.0,130.05,129.95,129.95,1421.0,-0.10000000000002274,0,-1413.0,0
2019-08-19 07:32:00,130.0,130.0,129.85,129.9,5784.0,-0.09999999999999432,0,4363.0,1
2019-08-19 07:33:00,129.95,130.0,129.85,129.9,9134.0,-0.09999999999999432,0,3350.0,1
2019-08-19 07:34:00,129.9,130.0,129.9,130.0,1163.0,0.05000000000001137,1,-7971.0,0
2019-08-19 07:35:00,129.9,129.95,129.9,129.9,4218.0,0.0,0,3055.0,1
