Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2020-02-24 08:37:00,142.85,162.97,142.85,162.97,52160.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 08:46:00,160.0,160.0,160.0,160.0,3500.0,17.150000000000006,1,-48660.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:01:00,165.75,165.9,165.25,165.55,184848.0,5.550000000000012,1,181348.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:02:00,165.3,165.75,165.1,165.7,35995.0,-0.05000000000001137,0,-148853.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:03:00,165.75,166.1,165.75,165.85,20833.0,0.549999999999983,1,-15162.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:04:00,165.9,166.0,165.25,165.45,70737.0,-0.30000000000001137,0,49904.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:05:00,165.25,165.5,165.2,165.4,18595.0,-0.5,0,-52142.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:06:00,165.6,165.75,165.4,165.65,32122.0,0.4000000000000057,1,13527.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:07:00,165.6,165.6,165.3,165.5,12149.0,-0.09999999999999433,0,-19973.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:08:00,165.45,165.55,165.15,165.4,30166.0,-0.19999999999998866,0,18017.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:09:00,165.45,165.55,165.4,165.55,13110.0,0.10000000000002274,1,-17056.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:10:00,165.55,165.55,165.4,165.55,17615.0,0.10000000000002274,1,4505.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:11:00,165.5,165.8,165.45,165.8,18934.0,0.25,1,1319.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:12:00,165.8,165.8,165.45,165.6,15692.0,0.09999999999999433,1,-3242.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:13:00,165.5,165.6,165.45,165.6,19980.0,-0.20000000000001705,0,4288.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:14:00,165.55,165.6,165.4,165.5,16642.0,0.0,0,-3338.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:15:00,165.5,165.6,165.45,165.45,10155.0,-0.10000000000002274,0,-6487.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:16:00,165.45,165.5,165.4,165.5,19040.0,0.0,0,8885.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:17:00,165.5,165.6,165.4,165.4,18090.0,-0.04999999999998295,0,-950.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:18:00,165.5,165.8,165.45,165.8,30178.0,0.30000000000001137,1,12088.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:19:00,165.85,166.0,165.75,166.0,32349.0,0.5,1,2171.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:20:00,166.05,166.15,165.9,166.05,26075.0,0.20000000000001705,1,-6274.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:21:00,166.0,166.1,165.9,165.9,18640.0,-0.15000000000000568,0,-7435.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:22:00,166.0,166.0,165.9,166.0,24175.0,0.0,0,5535.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:23:00,166.0,166.0,165.8,165.9,31729.0,-0.09999999999999433,0,7554.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:24:00,165.9,166.0,165.8,165.9,38411.0,-0.09999999999999433,0,6682.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:25:00,165.9,165.9,165.7,165.7,14671.0,-0.20000000000001705,0,-23740.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:26:00,165.7,165.7,165.45,165.45,17400.0,-0.45000000000001705,0,2729.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:27:00,165.5,165.55,165.4,165.45,24825.0,-0.25,0,7425.0,1,,,,,,,,,,,,,,,,,,,
2020-02-24 09:28:00,165.45,165.6,165.4,165.55,14985.0,0.05000000000001137,1,-9840.0,0,,,,,,,,,,,,,,,,,,,
2020-02-24 09:29:00,165.55,165.75,165.55,165.75,5440.0,0.30000000000001137,1,-9545.0,0,,,,,,,,,,,,,,,,,,,
