Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,flair_sentiment_header_score,flair_sentiment_content_score,compound_vader_header,compound_vader_articel_content,polarity_textblob_sentiment_header,polarity_textblob_sentiment_content
2019-01-02,780.0,794.0,778.0,784.0,19.0,0.0,0,0.0,0,,,,,,
2019-01-03,790.0,790.0,780.0,782.0,29.0,2.0,1,10.0,1,,,,,,
2019-01-04,768.0,784.0,760.0,770.0,115.0,-20.0,0,86.0,1,,,,,,
2019-01-07,768.0,784.0,752.0,770.0,126.0,2.0,1,11.0,1,,,,,,
2019-01-08,764.0,774.0,762.0,774.0,18.0,6.0,1,-108.0,0,,,,,,
2019-01-09,778.0,780.0,770.0,770.0,60.0,6.0,1,42.0,1,,,,,,
2019-01-10,762.0,770.0,760.0,770.0,25.0,-8.0,0,-35.0,0,,,,,,
2019-01-11,760.0,764.0,758.0,764.0,39.0,2.0,1,14.0,1,,,,,,
2019-01-14,768.0,768.0,764.0,764.0,30.0,4.0,1,-9.0,0,,,,,,
2019-01-15,764.0,768.0,764.0,764.0,29.0,-4.0,0,-1.0,0,,,,,,
2019-01-16,760.0,770.0,760.0,770.0,8.0,6.0,1,-21.0,0,,,,,,
2019-01-17,768.0,780.0,766.0,780.0,99.0,20.0,1,91.0,1,,,,,,
2019-01-18,780.0,786.0,770.0,786.0,107.0,18.0,1,8.0,1,,,,,,
2019-01-21,784.0,788.0,784.0,786.0,73.0,6.0,1,-34.0,0,,,,,,
2019-01-22,786.0,790.0,780.0,786.0,254.0,2.0,1,181.0,1,,,,,,
2019-01-23,780.0,788.0,780.0,788.0,170.0,2.0,1,-84.0,0,,,,,,
2019-01-24,780.0,786.0,780.0,786.0,1.0,6.0,1,-169.0,0,,,,,,
2019-01-25,780.0,782.0,780.0,782.0,16.0,2.0,1,15.0,1,,,,,,
2019-01-28,772.0,780.0,772.0,780.0,20.0,0.0,0,4.0,1,,,,,,
2019-01-29,782.0,782.0,772.0,776.0,111.0,4.0,1,91.0,1,,,,,,
2019-01-30,772.0,788.0,772.0,784.0,104.0,2.0,1,-7.0,0,,,,,,
2019-01-31,788.0,788.0,776.0,784.0,63.0,12.0,1,-41.0,0,,,,,,
2019-02-01,778.0,790.0,776.0,790.0,88.0,2.0,1,25.0,1,,,,,,
2019-02-04,788.0,788.0,784.0,784.0,2.0,6.0,1,-86.0,0,,,,,,
2019-02-05,788.0,788.0,778.0,780.0,82.0,-8.0,0,80.0,1,,,,,,
2019-02-06,778.0,782.0,778.0,782.0,14.0,-6.0,0,-68.0,0,,,,,,
2019-02-07,784.0,786.0,778.0,786.0,66.0,8.0,1,52.0,1,,,,,,
2019-02-08,778.0,784.0,778.0,782.0,16.0,-2.0,0,-50.0,0,,,,,,
2019-02-11,778.0,786.0,778.0,786.0,72.0,8.0,1,56.0,1,,,,,,
2019-02-12,786.0,796.0,786.0,796.0,143.0,18.0,1,71.0,1,,,,,,
2019-02-13,790.0,806.0,790.0,806.0,191.0,20.0,1,48.0,1,,,,,,
2019-02-14,798.0,798.0,786.0,792.0,80.0,2.0,1,-111.0,0,,,,,,
2019-02-15,798.0,798.0,792.0,798.0,3.0,0.0,0,-77.0,0,,,,,,
2019-02-18,790.0,796.0,782.0,794.0,119.0,-4.0,0,116.0,1,,,,,,
2019-02-19,796.0,796.0,786.0,792.0,11.0,2.0,1,-108.0,0,,,,,,
2019-02-20,790.0,796.0,790.0,794.0,41.0,-2.0,0,30.0,1,,,,,,
2019-02-21,782.0,788.0,780.0,788.0,7.0,-2.0,0,-34.0,0,,,,,,
2019-02-22,792.0,798.0,782.0,796.0,265.0,14.0,1,258.0,1,,,,,,
2019-02-25,796.0,800.0,784.0,796.0,64.0,4.0,1,-201.0,0,,,,,,
2019-02-26,800.0,800.0,790.0,800.0,24.0,4.0,1,-40.0,0,,,,,,
2019-02-27,786.0,802.0,786.0,798.0,35.0,-2.0,0,11.0,1,,,,,,
2019-02-28,792.0,804.0,792.0,804.0,81.0,18.0,1,46.0,1,,,,,,
2019-03-01,794.0,814.0,794.0,802.0,157.0,10.0,1,76.0,1,,,,,,
2019-03-04,796.0,798.0,792.0,796.0,92.0,2.0,1,-65.0,0,,,,,,
2019-03-05,796.0,818.0,796.0,818.0,283.0,22.0,1,191.0,1,,,,,,
2019-03-06,818.0,820.0,796.0,808.0,231.0,12.0,1,-52.0,0,,,,,,
2019-03-07,800.0,808.0,798.0,808.0,17.0,-10.0,0,-214.0,0,,,,,,
2019-03-08,810.0,810.0,808.0,808.0,8.0,8.0,1,-9.0,0,,,,,,
2019-03-11,808.0,808.0,790.0,800.0,138.0,-10.0,0,130.0,1,,,,,,
2019-03-12,800.0,800.0,790.0,796.0,26.0,-12.0,0,-112.0,0,,,,,,
2019-03-13,790.0,800.0,790.0,794.0,18.0,-6.0,0,-8.0,0,,,,,,
2019-03-14,784.0,800.0,784.0,798.0,72.0,8.0,1,54.0,1,,,,,,
2019-03-15,800.0,800.0,792.0,792.0,11.0,8.0,1,-61.0,0,,,,,,
2019-03-18,796.0,796.0,792.0,792.0,3.0,-8.0,0,-8.0,0,,,,,,
2019-03-19,792.0,806.0,786.0,806.0,149.0,10.0,1,146.0,1,,,,,,
2019-03-20,794.0,794.0,784.0,788.0,49.0,-4.0,0,-100.0,0,,,,,,
2019-03-21,790.0,800.0,790.0,800.0,102.0,6.0,1,53.0,1,,,,,,
2019-03-22,798.0,798.0,792.0,794.0,24.0,4.0,1,-78.0,0,,,,,,
2019-03-25,796.0,796.0,790.0,794.0,18.0,-4.0,0,-6.0,0,,,,,,
2019-03-26,792.0,794.0,784.0,794.0,57.0,-2.0,0,39.0,1,,,,,,
2019-03-27,792.0,806.0,792.0,804.0,29.0,12.0,1,-28.0,0,,,,,,
2019-03-28,804.0,806.0,800.0,802.0,28.0,10.0,1,-1.0,0,,,,,,
2019-03-29,804.0,804.0,800.0,804.0,35.0,0.0,0,7.0,1,,,,,,
2019-04-01,800.0,800.0,782.0,784.0,113.0,-20.0,0,78.0,1,,,,,,
2019-04-02,790.0,794.0,790.0,794.0,173.0,-6.0,0,60.0,1,,,,,,
2019-04-03,796.0,806.0,790.0,798.0,213.0,8.0,1,40.0,1,,,,,,
2019-04-04,808.0,816.0,794.0,806.0,144.0,10.0,1,-69.0,0,,,,,,
2019-04-05,800.0,816.0,800.0,810.0,85.0,2.0,1,-59.0,0,,,,,,
2019-04-08,800.0,800.0,788.0,792.0,176.0,-8.0,0,91.0,1,,,,,,
2019-04-09,794.0,808.0,794.0,802.0,122.0,2.0,1,-54.0,0,,,,,,
2019-04-10,792.0,798.0,786.0,796.0,152.0,2.0,1,30.0,1,,,,,,
2019-04-11,798.0,798.0,796.0,796.0,11.0,4.0,1,-141.0,0,,,,,,
2019-04-12,796.0,800.0,796.0,798.0,35.0,0.0,0,24.0,1,,,,,,
2019-04-15,800.0,808.0,794.0,794.0,88.0,-2.0,0,53.0,1,,,,,,
2019-04-16,794.0,806.0,794.0,806.0,19.0,6.0,1,-69.0,0,,,,,,
2019-04-17,794.0,800.0,790.0,800.0,28.0,6.0,1,9.0,1,,,,,,
2019-04-18,792.0,802.0,792.0,802.0,155.0,8.0,1,127.0,1,,,,,,
2019-04-23,802.0,802.0,792.0,796.0,23.0,4.0,1,-132.0,0,,,,,,
2019-04-24,792.0,796.0,790.0,796.0,154.0,-6.0,0,131.0,1,,,,,,
2019-04-25,800.0,802.0,800.0,802.0,28.0,10.0,1,-126.0,0,,,,,,
2019-04-26,794.0,800.0,792.0,796.0,7.0,-4.0,0,-21.0,0,,,,,,
2019-04-29,792.0,798.0,790.0,798.0,32.0,4.0,1,25.0,1,,,,,,
2019-04-30,792.0,800.0,792.0,800.0,9.0,8.0,1,-23.0,0,,,,,,
2019-05-02,794.0,798.0,792.0,796.0,43.0,4.0,1,34.0,1,,,,,,
2019-05-03,800.0,800.0,798.0,798.0,181.0,4.0,1,138.0,1,,,,,,
2019-05-06,794.0,808.0,786.0,786.0,84.0,-14.0,0,-97.0,0,,,,,,
2019-05-07,778.0,804.0,778.0,794.0,96.0,0.0,0,12.0,1,,,,,,
2019-05-08,796.0,796.0,792.0,792.0,91.0,14.0,1,-5.0,0,,,,,,
2019-05-09,786.0,800.0,786.0,796.0,29.0,0.0,0,-62.0,0,,,,,,
2019-05-10,800.0,810.0,796.0,802.0,58.0,16.0,1,29.0,1,,,,,,
2019-05-13,798.0,804.0,786.0,794.0,37.0,-6.0,0,-21.0,0,,,,,,
2019-05-14,794.0,794.0,786.0,794.0,12.0,-4.0,0,-25.0,0,,,,,,
2019-05-15,798.0,806.0,798.0,806.0,8.0,12.0,1,-4.0,0,,,,,,
2019-05-16,794.0,804.0,790.0,804.0,45.0,6.0,1,37.0,1,,,,,,
2019-05-17,798.0,798.0,796.0,796.0,3.0,2.0,1,-42.0,0,,,,,,
2019-05-20,794.0,802.0,792.0,798.0,16.0,0.0,0,13.0,1,,,,,,
2019-05-21,800.0,802.0,794.0,802.0,13.0,8.0,1,-3.0,0,,,,,,
2019-05-22,800.0,800.0,796.0,798.0,244.0,-2.0,0,231.0,1,,,,,,
2019-05-23,800.0,800.0,786.0,794.0,59.0,-6.0,0,-185.0,0,,,,,,
2019-05-24,798.0,800.0,790.0,796.0,113.0,-4.0,0,54.0,1,,,,,,
2019-05-27,792.0,798.0,792.0,798.0,20.0,0.0,0,-93.0,0,,,,,,
2019-05-28,800.0,800.0,788.0,794.0,288.0,2.0,1,268.0,1,,,,,,
2019-05-29,792.0,800.0,792.0,796.0,33.0,-4.0,0,-255.0,0,,,,,,
2019-05-30,802.0,802.0,792.0,796.0,6.0,4.0,1,-27.0,0,,,,,,
2019-05-31,796.0,800.0,796.0,800.0,27.0,-2.0,0,21.0,1,,,,,,
2019-06-03,802.0,802.0,794.0,798.0,33.0,2.0,1,6.0,1,,,,,,
2019-06-04,792.0,800.0,792.0,798.0,16.0,-4.0,0,-17.0,0,,,,,,
2019-06-05,800.0,800.0,794.0,798.0,17.0,6.0,1,1.0,1,,,,,,
2019-06-06,800.0,802.0,798.0,798.0,2.0,-2.0,0,-15.0,0,,,,,,
2019-06-07,796.0,796.0,790.0,792.0,51.0,-8.0,0,49.0,1,,,,,,
2019-06-11,786.0,800.0,786.0,800.0,32.0,4.0,1,-19.0,0,,,,,,
2019-06-12,786.0,786.0,786.0,786.0,1.0,0.0,0,-31.0,0,,,,,,
2019-06-13,788.0,798.0,788.0,792.0,17.0,6.0,1,16.0,1,,,,,,
2019-06-14,794.0,794.0,786.0,788.0,5.0,0.0,0,-12.0,0,,,,,,
2019-06-17,784.0,796.0,784.0,792.0,24.0,-2.0,0,19.0,1,,,,,,
2019-06-18,792.0,792.0,782.0,782.0,30.0,-2.0,0,6.0,1,,,,,,
2019-06-19,790.0,790.0,786.0,786.0,7.0,-6.0,0,-23.0,0,,,,,,
2019-06-20,790.0,790.0,784.0,784.0,3.0,-6.0,0,-4.0,0,,,,,,
2019-06-21,786.0,790.0,784.0,786.0,81.0,-4.0,0,78.0,1,,,,,,
2019-06-24,790.0,790.0,790.0,790.0,376.0,4.0,1,295.0,1,,,,,,
2019-06-25,790.0,790.0,790.0,790.0,1.0,0.0,0,-375.0,0,,,,,,
2019-06-26,790.0,794.0,790.0,794.0,2.0,4.0,1,1.0,1,,,,,,
2019-06-27,794.0,798.0,794.0,798.0,81.0,8.0,1,79.0,1,,,,,,
2019-06-28,800.0,800.0,794.0,800.0,11.0,6.0,1,-70.0,0,,,,,,
2019-07-01,790.0,790.0,784.0,788.0,9.0,-12.0,0,-2.0,0,,,,,,
2019-07-02,786.0,786.0,772.0,782.0,63.0,-8.0,0,54.0,1,,,,,,
2019-07-03,782.0,790.0,778.0,784.0,46.0,-2.0,0,-17.0,0,,,,,,
2019-07-04,792.0,796.0,792.0,796.0,165.0,14.0,1,119.0,1,,,,,,
2019-07-05,784.0,790.0,784.0,790.0,3.0,-2.0,0,-162.0,0,,,,,,
2019-07-08,782.0,802.0,782.0,800.0,206.0,16.0,1,203.0,1,,,,,,
2019-07-09,790.0,798.0,790.0,798.0,46.0,16.0,1,-160.0,0,,,,,,
2019-07-10,794.0,798.0,790.0,796.0,150.0,6.0,1,104.0,1,,,,,,
2019-07-11,792.0,802.0,792.0,796.0,18.0,2.0,1,-132.0,0,,,,,,
2019-07-12,804.0,804.0,798.0,798.0,4.0,6.0,1,-14.0,0,,,,,,
2019-07-15,796.0,798.0,796.0,798.0,25.0,-6.0,0,21.0,1,,,,,,
2019-07-16,796.0,798.0,790.0,796.0,189.0,0.0,0,164.0,1,,,,,,
2019-07-17,790.0,794.0,790.0,794.0,78.0,-2.0,0,-111.0,0,,,,,,
2019-07-18,792.0,794.0,790.0,794.0,173.0,4.0,1,95.0,1,,,,,,
2019-07-19,790.0,792.0,790.0,792.0,129.0,0.0,0,-44.0,0,,,,,,
2019-07-22,792.0,796.0,790.0,792.0,360.0,2.0,1,231.0,1,,,,,,
2019-07-23,792.0,794.0,790.0,794.0,2.0,2.0,1,-358.0,0,,,,,,
2019-07-24,794.0,796.0,794.0,796.0,50.0,4.0,1,48.0,1,,,,,,
2019-07-25,792.0,796.0,790.0,796.0,32.0,2.0,1,-18.0,0,,,,,,
2019-07-26,790.0,796.0,790.0,792.0,12.0,0.0,0,-20.0,0,,,,,,
2019-07-29,788.0,794.0,788.0,792.0,51.0,2.0,1,39.0,1,,,,,,
2019-07-30,790.0,796.0,790.0,794.0,54.0,6.0,1,3.0,1,,,,,,
2019-07-31,792.0,800.0,790.0,800.0,11.0,10.0,1,-43.0,0,,,,,,
2019-08-01,800.0,800.0,790.0,796.0,86.0,4.0,1,75.0,1,,,,,,
2019-08-02,792.0,800.0,778.0,798.0,125.0,-2.0,0,39.0,1,,,,,,
2019-08-05,794.0,796.0,790.0,796.0,66.0,4.0,1,-59.0,0,,,,,,
2019-08-06,800.0,802.0,792.0,798.0,25.0,4.0,1,-41.0,0,,,,,,
2019-08-07,798.0,806.0,792.0,802.0,115.0,2.0,1,90.0,1,,,,,,
2019-08-08,796.0,800.0,792.0,796.0,5.0,-2.0,0,-110.0,0,,,,,,
2019-08-09,790.0,800.0,790.0,798.0,134.0,2.0,1,129.0,1,,,,,,
2019-08-12,794.0,798.0,792.0,798.0,20.0,8.0,1,-114.0,0,,,,,,
2019-08-13,790.0,796.0,790.0,796.0,3.0,2.0,1,-17.0,0,,,,,,
2019-08-14,792.0,798.0,790.0,798.0,23.0,8.0,1,20.0,1,,,,,,
2019-08-15,792.0,796.0,790.0,796.0,220.0,4.0,1,197.0,1,,,,,,
2019-08-16,790.0,794.0,790.0,794.0,108.0,2.0,1,-112.0,0,,,,,,
2019-08-19,798.0,798.0,790.0,794.0,70.0,4.0,1,-38.0,0,,,,,,
