Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded
2020-06-25 07:01:00,149.5,149.6,149.5,149.6,5927.0,0.0,0,0.0,0
2020-06-25 07:02:00,149.6,149.9,149.25,149.25,2453.0,-0.25,0,-3474.0,0
2020-06-25 07:03:00,149.2,149.4,149.1,149.2,1685.0,-0.4000000000000057,0,-768.0,0
2020-06-25 07:04:00,149.15,149.3,148.9,149.3,3731.0,0.10000000000002274,1,2046.0,1
2020-06-25 07:05:00,149.2,149.35,149.2,149.25,1578.0,0.09999999999999432,1,-2153.0,0
2020-06-25 07:06:00,149.2,149.2,149.0,149.0,1563.0,-0.19999999999998863,0,-15.0,0
2020-06-25 07:07:00,148.9,149.0,148.4,148.4,1795.0,-0.799999999999983,0,232.0,1
2020-06-25 07:08:00,148.55,148.75,148.55,148.65,1335.0,-0.25,0,-460.0,0
2020-06-25 07:09:00,148.6,148.6,148.2,148.2,1959.0,-0.35000000000002274,0,624.0,1
2020-06-25 07:10:00,148.2,148.4,148.15,148.15,1198.0,-0.44999999999998863,0,-761.0,0
2020-06-25 07:11:00,148.1,148.35,147.9,148.25,4426.0,0.05000000000001137,1,3228.0,1
2020-06-25 07:12:00,148.15,148.3,148.1,148.1,977.0,0.0,0,-3449.0,0
2020-06-25 07:13:00,148.1,148.25,148.05,148.15,1701.0,0.0,0,724.0,1
2020-06-25 07:14:00,148.1,148.1,147.4,147.7,5718.0,-0.4000000000000057,0,4017.0,1
2020-06-25 07:15:00,147.7,147.9,147.4,147.65,1953.0,-0.44999999999998863,0,-3765.0,0
2020-06-25 07:16:00,147.6,147.6,146.9,147.0,3642.0,-0.6999999999999886,0,1689.0,1
2020-06-25 07:17:00,146.95,147.15,146.8,146.85,1718.0,-0.75,0,-1924.0,0
2020-06-25 07:18:00,146.85,146.95,146.55,146.65,2417.0,-0.29999999999998295,0,699.0,1
2020-06-25 07:19:00,146.65,146.7,146.45,146.5,2739.0,-0.3499999999999943,0,322.0,1
2020-06-25 07:20:00,146.55,146.85,146.4,146.6,4203.0,-0.05000000000001137,0,1464.0,1
2020-06-25 07:21:00,146.6,146.65,146.4,146.6,1160.0,0.04999999999998295,1,-3043.0,0
2020-06-25 07:22:00,146.65,146.8,146.65,146.7,900.0,0.09999999999999432,1,-260.0,0
2020-06-25 07:23:00,146.7,146.75,146.5,146.65,1993.0,0.0,0,1093.0,1
2020-06-25 07:24:00,146.6,146.7,146.6,146.6,1017.0,-0.09999999999999432,0,-976.0,0
2020-06-25 07:25:00,146.65,146.7,146.5,146.5,2303.0,-0.09999999999999432,0,1286.0,1
2020-06-25 07:26:00,146.45,146.5,146.25,146.25,2244.0,-0.4000000000000057,0,-59.0,0
2020-06-25 07:27:00,146.25,146.3,146.15,146.25,1128.0,-0.19999999999998863,0,-1116.0,0
2020-06-25 07:28:00,146.25,146.35,146.2,146.2,1321.0,-0.05000000000001137,0,193.0,1
2020-06-25 07:29:00,146.2,146.3,146.15,146.3,2848.0,0.05000000000001137,1,1527.0,1
2020-06-25 07:30:00,146.3,146.3,145.95,146.0,6109.0,-0.19999999999998863,0,3261.0,1
2020-06-25 07:31:00,146.0,146.05,145.85,145.85,3170.0,-0.45000000000001705,0,-2939.0,0
2020-06-25 07:32:00,145.85,146.0,145.75,146.0,1952.0,0.0,0,-1218.0,0
2020-06-25 07:33:00,146.0,146.3,146.0,146.2,784.0,0.3499999999999943,1,-1168.0,0
2020-06-25 07:34:00,146.2,146.3,146.2,146.2,672.0,0.19999999999998863,1,-112.0,0
2020-06-25 07:35:00,146.2,146.25,146.05,146.1,995.0,-0.09999999999999432,0,323.0,1
2020-06-25 07:36:00,146.1,146.25,146.05,146.25,875.0,0.05000000000001137,1,-120.0,0
2020-06-25 07:37:00,146.25,146.3,146.1,146.15,1825.0,0.05000000000001137,1,950.0,1
2020-06-25 07:38:00,146.1,146.3,146.1,146.3,1010.0,0.05000000000001137,1,-815.0,0
2020-06-25 07:39:00,146.4,146.5,146.25,146.25,1468.0,0.15000000000000568,1,458.0,1
2020-06-25 07:40:00,146.2,146.25,146.1,146.1,2066.0,-0.30000000000001137,0,598.0,1
2020-06-25 07:41:00,146.2,146.35,146.1,146.15,3022.0,-0.04999999999998295,0,956.0,1
2020-06-25 07:42:00,146.25,146.3,146.2,146.25,646.0,0.05000000000001137,1,-2376.0,0
2020-06-25 07:43:00,146.35,146.6,146.3,146.6,1226.0,0.3499999999999943,1,580.0,1
2020-06-25 07:44:00,146.65,146.9,146.65,146.7,1676.0,0.3499999999999943,1,450.0,1
2020-06-25 07:45:00,146.8,147.1,146.8,147.1,1822.0,0.44999999999998863,1,146.0,1
2020-06-25 07:46:00,147.15,147.15,146.9,147.0,1415.0,0.19999999999998863,1,-407.0,0
2020-06-25 07:47:00,147.05,147.25,147.05,147.25,378.0,0.09999999999999432,1,-1037.0,0
2020-06-25 07:48:00,147.2,147.2,147.1,147.1,1124.0,0.04999999999998295,1,746.0,1
2020-06-25 07:49:00,147.05,147.1,147.05,147.1,590.0,-0.09999999999999432,0,-534.0,0
2020-06-25 07:50:00,147.05,147.2,147.0,147.1,1298.0,0.04999999999998295,1,708.0,1
2020-06-25 07:51:00,147.1,147.25,147.05,147.05,1911.0,0.0,0,613.0,1
2020-06-25 07:52:00,147.1,147.15,146.9,147.15,1877.0,0.05000000000001137,1,-34.0,0
2020-06-25 07:53:00,147.15,147.15,147.1,147.15,919.0,0.05000000000001137,1,-958.0,0
2020-06-25 07:54:00,147.15,147.15,147.15,147.15,249.0,0.0,0,-670.0,0
2020-06-25 07:55:00,147.15,147.15,147.05,147.1,747.0,-0.05000000000001137,0,498.0,1
2020-06-25 07:56:00,147.2,147.2,147.05,147.05,809.0,-0.09999999999999432,0,62.0,1
2020-06-25 07:57:00,147.05,147.05,147.0,147.0,881.0,-0.19999999999998863,0,72.0,1
2020-06-25 07:58:00,147.0,147.1,147.0,147.1,1425.0,0.04999999999998295,1,544.0,1
2020-06-25 07:59:00,147.15,147.3,147.15,147.2,691.0,0.19999999999998863,1,-734.0,0
2020-06-25 08:00:00,147.25,147.4,147.25,147.35,1214.0,0.19999999999998863,1,523.0,1
2020-06-25 08:01:00,147.4,147.4,147.25,147.25,1874.0,0.0,0,660.0,1
2020-06-25 08:02:00,147.25,147.25,147.15,147.15,710.0,-0.25,0,-1164.0,0
2020-06-25 08:03:00,147.2,147.45,147.2,147.25,1431.0,0.0,0,721.0,1
2020-06-25 08:04:00,147.35,147.5,147.35,147.45,596.0,0.25,1,-835.0,0
2020-06-25 08:05:00,147.45,147.55,147.45,147.45,1167.0,0.09999999999999432,1,571.0,1
2020-06-25 08:06:00,147.35,147.35,147.25,147.3,846.0,-0.14999999999997726,0,-321.0,0
2020-06-25 08:07:00,147.35,147.6,147.35,147.55,953.0,0.20000000000001705,1,107.0,1
2020-06-25 08:08:00,147.65,147.7,147.65,147.7,511.0,0.3499999999999943,1,-442.0,0
2020-06-25 08:09:00,147.75,147.75,147.6,147.6,286.0,-0.05000000000001137,0,-225.0,0
2020-06-25 08:10:00,147.7,147.8,147.7,147.8,489.0,0.05000000000001137,1,203.0,1
2020-06-25 08:11:00,147.8,147.85,147.75,147.8,709.0,0.10000000000002274,1,220.0,1
2020-06-25 08:12:00,147.85,147.95,147.8,147.8,842.0,0.0,0,133.0,1
2020-06-25 08:13:00,147.8,148.05,147.75,148.05,1121.0,0.20000000000001705,1,279.0,1
2020-06-25 08:14:00,148.05,148.15,148.05,148.1,613.0,0.29999999999998295,1,-508.0,0
2020-06-25 08:15:00,148.15,148.15,148.0,148.05,275.0,0.0,0,-338.0,0
2020-06-25 08:16:00,148.05,148.05,148.05,148.05,320.0,-0.09999999999999432,0,45.0,1
2020-06-25 08:17:00,148.1,148.3,148.05,148.15,5655.0,0.09999999999999432,1,5335.0,1
2020-06-25 08:18:00,148.1,148.4,148.1,148.4,782.0,0.30000000000001137,1,-4873.0,0
2020-06-25 08:19:00,148.4,148.45,148.35,148.35,813.0,0.25,1,31.0,1
2020-06-25 08:20:00,148.4,148.55,148.4,148.55,1001.0,0.15000000000000568,1,188.0,1
2020-06-25 08:21:00,148.6,148.65,148.55,148.6,479.0,0.19999999999998863,1,-522.0,0
2020-06-25 08:22:00,148.65,148.75,148.6,148.7,1010.0,0.09999999999999432,1,531.0,1
2020-06-25 08:23:00,148.7,148.85,148.7,148.85,1219.0,0.19999999999998863,1,209.0,1
2020-06-25 08:24:00,148.75,148.85,148.7,148.85,688.0,0.15000000000000568,1,-531.0,0
2020-06-25 08:25:00,148.8,148.8,148.65,148.65,230.0,-0.09999999999999432,0,-458.0,0
2020-06-25 08:26:00,148.55,148.55,148.45,148.45,403.0,-0.35000000000002274,0,173.0,1
2020-06-25 08:28:00,148.35,148.4,148.3,148.35,2059.0,-0.20000000000001705,0,1656.0,1
2020-06-25 08:29:00,148.45,148.55,148.45,148.55,445.0,0.20000000000001705,1,-1614.0,0
2020-06-25 08:30:00,148.55,148.6,148.55,148.55,275.0,0.10000000000002274,1,-170.0,0
2020-06-25 08:31:00,148.6,148.65,148.6,148.65,325.0,0.09999999999999432,1,50.0,1
2020-06-25 08:32:00,148.55,148.55,148.5,148.5,183.0,-0.09999999999999432,0,-142.0,0
2020-06-25 08:33:00,148.5,148.5,148.5,148.5,120.0,-0.05000000000001137,0,-63.0,0
2020-06-25 08:34:00,148.4,148.55,148.4,148.55,1161.0,0.05000000000001137,1,1041.0,1
2020-06-25 08:35:00,148.65,148.65,148.55,148.55,446.0,0.15000000000000568,1,-715.0,0
