url,header,release time,article content,article_content_tokens,article_content_lemma,article_content_cleaned_of_stop_words,article_content_ngramm
https://www.reuters.com/article/us-health-coronavirus-volkswagen-brazil/volkswagen-in-brazil-to-keep-factories-closed-through-april-idUSKBN2222C4,['Volkswagen in Brazil to keep factories closed through April'],"['April 20, 2020 /  4:29 PM / 14 days ago']","['SAO PAULO (Reuters) - Volkswagen AG (', ') said on Monday it will keep its factories in Brazil, South America’s top auto producer, shut through the end of the month, but that a decision has not been made on whether it will reopen them in May or later.  ', 'The automaker has just reached a tentative deal with its unions that will keep workers net salaries intact, Volkswagen said. Gross salaries will be reduced but Brazil’s government will help make up the difference with subsidies.  ', 'If approved, the deal would put Volkswagen’s workers in a better position than those at rival General Motors Co (', '), who have taken pay cuts as large as 25% even including the subsidies introduced as part of Brazil’s coronavirus response.  ', 'Automakers have all but shut down their plants in Brazil due to the coronavirus outbreak. But as the production hiatus has grown, companies have been negotiating how to cut payroll costs.  ', 'The carmakers are also aggressively lobbying Brazil’s federal government for emergency loans as most do not have enough cash on hand to keep paying salaries for months. They have asked for as much as 100 billion reais ($18.88 billion), Reuters reported, although there is no guarantee the government would be willing to accept that request.  ', 'The president of Brazil’s development bank BNDES, which would issue the loans on behalf of the government, said on Sunday that negotiations with automakers should be finalized in May.  ', 'Unionized workers at Volkswagen were voting on the proposal Monday, through the end of the day. ', 'Even as most of the industry remains shuttered, tiremaker Pirelli (', ') said on Monday that it was resuming limited production at its two Brazilian factories incorporating social distancing and other health measures.                        ', 'Reporting by Marcelo Rochabrun; Editing by Lisa Shumaker']","['[', ""'"", 'SAO', 'PAULO', '(', 'Reuters', ')', '-', 'Volkswagen', 'AG', '(', ""'"", ',', ""'"", ')', 'said', 'on', 'Monday', 'it', 'will', 'keep', 'its', 'factories', 'in', 'Brazil', ',', 'South', 'America', '’s', 'top', 'auto', 'producer', ',', 'shut', 'through', 'the', 'end', 'of', 'the', 'month', ',', 'but', 'that', 'a', 'decision', 'has', 'not', 'been', 'made', 'on', 'whether', 'it', 'will', 'reopen', 'them', 'in', 'May', 'or', 'later', '.', ' ', ""'"", ',', ""'"", 'The', 'automaker', 'has', 'just', 'reached', 'a', 'tentative', 'deal', 'with', 'its', 'unions', 'that', 'will', 'keep', 'workers', 'net', 'salaries', 'intact', ',', 'Volkswagen', 'said', '.', 'Gross', 'salaries', 'will', 'be', 'reduced', 'but', 'Brazil', '’s', 'government', 'will', 'help', 'make', 'up', 'the', 'difference', 'with', 'subsidies', '.', ' ', ""'"", ',', ""'"", 'If', 'approved', ',', 'the', 'deal', 'would', 'put', 'Volkswagen', '’s', 'workers', 'in', 'a', 'better', 'position', 'than', 'those', 'at', 'rival', 'General', 'Motors', 'Co', '(', ""'"", ',', ""'"", ')', ',', 'who', 'have', 'taken', 'pay', 'cuts', 'as', 'large', 'as', '25', '%', 'even', 'including', 'the', 'subsidies', 'introduced', 'as', 'part', 'of', 'Brazil', '’s', 'coronavirus', 'response', '.', ' ', ""'"", ',', ""'"", 'Automakers', 'have', 'all', 'but', 'shut', 'down', 'their', 'plants', 'in', 'Brazil', 'due', 'to', 'the', 'coronavirus', 'outbreak', '.', 'But', 'as', 'the', 'production', 'hiatus', 'has', 'grown', ',', 'companies', 'have', 'been', 'negotiating', 'how', 'to', 'cut', 'payroll', 'costs', '.', ' ', ""'"", ',', ""'"", 'The', 'carmakers', 'are', 'also', 'aggressively', 'lobbying', 'Brazil', '’s', 'federal', 'government', 'for', 'emergency', 'loans', 'as', 'most', 'do', 'not', 'have', 'enough', 'cash', 'on', 'hand', 'to', 'keep', 'paying', 'salaries', 'for', 'months', '.', 'They', 'have', 'asked', 'for', 'as', 'much', 'as', '100', 'billion', 'reais', '(', '$', '18.88', 'billion', ')', ',', 'Reuters', 'reported', ',', 'although', 'there', 'is', 'no', 'guarantee', 'the', 'government', 'would', 'be', 'willing', 'to', 'accept', 'that', 'request', '.', ' ', ""'"", ',', ""'"", 'The', 'president', 'of', 'Brazil', '’s', 'development', 'bank', 'BNDES', ',', 'which', 'would', 'issue', 'the', 'loans', 'on', 'behalf', 'of', 'the', 'government', ',', 'said', 'on', 'Sunday', 'that', 'negotiations', 'with', 'automakers', 'should', 'be', 'finalized', 'in', 'May.', ' ', ""'"", ',', ""'"", 'Unionized', 'workers', 'at', 'Volkswagen', 'were', 'voting', 'on', 'the', 'proposal', 'Monday', ',', 'through', 'the', 'end', 'of', 'the', 'day', '.', ""'"", ',', ""'"", 'Even', 'as', 'most', 'of', 'the', 'industry', 'remains', 'shuttered', ',', 'tiremaker', 'Pirelli', '(', ""'"", ',', ""'"", ')', 'said', 'on', 'Monday', 'that', 'it', 'was', 'resuming', 'limited', 'production', 'at', 'its', 'two', 'Brazilian', 'factories', 'incorporating', 'social', 'distancing', 'and', 'other', 'health', 'measures', '.', '                       ', ""'"", ',', ""'"", 'Reporting', 'by', 'Marcelo', 'Rochabrun', ';', 'Editing', 'by', 'Lisa', 'Shumaker', ""'"", ']']","['[', ""'"", 'SAO', 'PAULO', '(', 'Reuters', ')', '-', 'Volkswagen', 'AG', '(', ""'"", ',', ""'"", ')', 'say', 'on', 'Monday', '-PRON-', 'will', 'keep', '-PRON-', 'factory', 'in', 'Brazil', ',', 'South', 'America', '’s', 'top', 'auto', 'producer', ',', 'shut', 'through', 'the', 'end', 'of', 'the', 'month', ',', 'but', 'that', 'a', 'decision', 'have', 'not', 'be', 'make', 'on', 'whether', '-PRON-', 'will', 'reopen', '-PRON-', 'in', 'May', 'or', 'later', '.', ' ', ""'"", ',', ""'"", 'the', 'automaker', 'have', 'just', 'reach', 'a', 'tentative', 'deal', 'with', '-PRON-', 'union', 'that', 'will', 'keep', 'worker', 'net', 'salary', 'intact', ',', 'Volkswagen', 'say', '.', 'gross', 'salary', 'will', 'be', 'reduce', 'but', 'Brazil', '’s', 'government', 'will', 'help', 'make', 'up', 'the', 'difference', 'with', 'subsidy', '.', ' ', ""'"", ',', ""'"", 'if', 'approve', ',', 'the', 'deal', 'would', 'put', 'Volkswagen', '’s', 'worker', 'in', 'a', 'well', 'position', 'than', 'those', 'at', 'rival', 'General', 'Motors', 'Co', '(', ""'"", ',', ""'"", ')', ',', 'who', 'have', 'take', 'pay', 'cut', 'as', 'large', 'as', '25', '%', 'even', 'include', 'the', 'subsidy', 'introduce', 'as', 'part', 'of', 'Brazil', '’s', 'coronavirus', 'response', '.', ' ', ""'"", ',', ""'"", 'automaker', 'have', 'all', 'but', 'shut', 'down', '-PRON-', 'plant', 'in', 'Brazil', 'due', 'to', 'the', 'coronavirus', 'outbreak', '.', 'but', 'as', 'the', 'production', 'hiatus', 'have', 'grow', ',', 'company', 'have', 'be', 'negotiate', 'how', 'to', 'cut', 'payroll', 'cost', '.', ' ', ""'"", ',', ""'"", 'the', 'carmaker', 'be', 'also', 'aggressively', 'lobby', 'Brazil', '’s', 'federal', 'government', 'for', 'emergency', 'loan', 'as', 'most', 'do', 'not', 'have', 'enough', 'cash', 'on', 'hand', 'to', 'keep', 'pay', 'salary', 'for', 'month', '.', '-PRON-', 'have', 'ask', 'for', 'as', 'much', 'as', '100', 'billion', 'reai', '(', '$', '18.88', 'billion', ')', ',', 'Reuters', 'report', ',', 'although', 'there', 'be', 'no', 'guarantee', 'the', 'government', 'would', 'be', 'willing', 'to', 'accept', 'that', 'request', '.', ' ', ""'"", ',', ""'"", 'the', 'president', 'of', 'Brazil', '’s', 'development', 'bank', 'BNDES', ',', 'which', 'would', 'issue', 'the', 'loan', 'on', 'behalf', 'of', 'the', 'government', ',', 'say', 'on', 'Sunday', 'that', 'negotiation', 'with', 'automaker', 'should', 'be', 'finalize', 'in', 'May', ' ', ""'"", ',', ""'"", 'unionized', 'worker', 'at', 'Volkswagen', 'be', 'vote', 'on', 'the', 'proposal', 'Monday', ',', 'through', 'the', 'end', 'of', 'the', 'day', '.', ""'"", ',', ""'"", 'even', 'as', 'most', 'of', 'the', 'industry', 'remain', 'shuttered', ',', 'tiremaker', 'Pirelli', '(', ""'"", ',', ""'"", ')', 'say', 'on', 'Monday', 'that', '-PRON-', 'be', 'resume', 'limited', 'production', 'at', '-PRON-', 'two', 'brazilian', 'factory', 'incorporate', 'social', 'distancing', 'and', 'other', 'health', 'measure', '.', '                       ', ""'"", ',', ""'"", 'reporting', 'by', 'Marcelo', 'Rochabrun', ';', 'editing', 'by', 'Lisa', 'Shumaker', ""'"", ']']","['[', ""'"", 'SAO', 'PAULO', '(', 'Reuters', ')', '-', 'Volkswagen', 'AG', '(', ""'"", ',', ""'"", ')', 'said', 'Monday', 'factories', 'Brazil', ',', 'South', 'America', 'auto', 'producer', ',', 'shut', 'end', 'month', ',', 'decision', 'reopen', 'later', '.', ' ', ""'"", ',', ""'"", 'automaker', 'reached', 'tentative', 'deal', 'unions', 'workers', 'net', 'salaries', 'intact', ',', 'Volkswagen', 'said', '.', 'Gross', 'salaries', 'reduced', 'Brazil', 'government', 'help', 'difference', 'subsidies', '.', ' ', ""'"", ',', ""'"", 'approved', ',', 'deal', 'Volkswagen', 'workers', 'better', 'position', 'rival', 'General', 'Motors', 'Co', '(', ""'"", ',', ""'"", ')', ',', 'taken', 'pay', 'cuts', 'large', '25', '%', 'including', 'subsidies', 'introduced', 'Brazil', 'coronavirus', 'response', '.', ' ', ""'"", ',', ""'"", 'Automakers', 'shut', 'plants', 'Brazil', 'coronavirus', 'outbreak', '.', 'production', 'hiatus', 'grown', ',', 'companies', 'negotiating', 'cut', 'payroll', 'costs', '.', ' ', ""'"", ',', ""'"", 'carmakers', 'aggressively', 'lobbying', 'Brazil', 'federal', 'government', 'emergency', 'loans', 'cash', 'hand', 'paying', 'salaries', 'months', '.', 'asked', '100', 'billion', 'reais', '(', '$', '18.88', 'billion', ')', ',', 'Reuters', 'reported', ',', 'guarantee', 'government', 'willing', 'accept', 'request', '.', ' ', ""'"", ',', ""'"", 'president', 'Brazil', 'development', 'bank', 'BNDES', ',', 'issue', 'loans', 'behalf', 'government', ',', 'said', 'Sunday', 'negotiations', 'automakers', 'finalized', 'May.', ' ', ""'"", ',', ""'"", 'Unionized', 'workers', 'Volkswagen', 'voting', 'proposal', 'Monday', ',', 'end', 'day', '.', ""'"", ',', ""'"", 'industry', 'remains', 'shuttered', ',', 'tiremaker', 'Pirelli', '(', ""'"", ',', ""'"", ')', 'said', 'Monday', 'resuming', 'limited', 'production', 'Brazilian', 'factories', 'incorporating', 'social', 'distancing', 'health', 'measures', '.', '                       ', ""'"", ',', ""'"", 'Reporting', 'Marcelo', 'Rochabrun', ';', 'Editing', 'Lisa', 'Shumaker', ""'"", ']']","['[', ""'"", 'SAO', 'PAULO', '(', 'Reuters', ')', '-', 'Volkswagen', 'AG', '(', ""'"", ',', ""'"", ')', 'said', 'Monday', 'factories', 'Brazil', ',', 'South_America', 'auto', 'producer', ',', 'shut', 'end', 'month', ',', 'decision', 'reopen', 'later', '.', ' ', ""'"", ',', ""'"", 'automaker', 'reached', 'tentative', 'deal', 'unions', 'workers', 'net', 'salaries', 'intact', ',', 'Volkswagen', 'said', '.', 'Gross', 'salaries', 'reduced', 'Brazil', 'government_help', 'difference', 'subsidies', '.', ' ', ""'"", ',', ""'"", 'approved', ',', 'deal', 'Volkswagen', 'workers', 'better', 'position', 'rival', 'General', 'Motors', 'Co', '(', ""'"", ',', ""'"", ')', ',', 'taken', 'pay', 'cuts', 'large', '25', '%', 'including', 'subsidies', 'introduced', 'Brazil', 'coronavirus', 'response', '.', ' ', ""'"", ',', ""'"", 'Automakers', 'shut', 'plants', 'Brazil', 'coronavirus', 'outbreak', '.', 'production', 'hiatus', 'grown', ',', 'companies', 'negotiating', 'cut', 'payroll', 'costs', '.', ' ', ""'"", ',', ""'"", 'carmakers', 'aggressively', 'lobbying', 'Brazil', 'federal', 'government', 'emergency', 'loans', 'cash', 'hand', 'paying', 'salaries', 'months', '.', 'asked', '100', 'billion', 'reais', '(', '$', '18.88', 'billion', ')', ',', 'Reuters', 'reported', ',', 'guarantee', 'government', 'willing', 'accept', 'request', '.', ' ', ""'"", ',', ""'"", 'president', 'Brazil', 'development', 'bank', 'BNDES', ',', 'issue', 'loans', 'behalf', 'government', ',', 'said', 'Sunday', 'negotiations', 'automakers', 'finalized', 'May.', ' ', ""'"", ',', ""'"", 'Unionized', 'workers', 'Volkswagen', 'voting', 'proposal', 'Monday', ',', 'end', 'day', '.', ""'"", ',', ""'"", 'industry', 'remains', 'shuttered', ',', 'tiremaker', 'Pirelli', '(', ""'"", ',', ""'"", ')', 'said', 'Monday', 'resuming', 'limited', 'production', 'Brazilian', 'factories', 'incorporating', 'social_distancing', 'health', 'measures', '.', '                       ', ""'"", ',', ""'"", 'Reporting', 'Marcelo', 'Rochabrun', ';', 'Editing', 'Lisa', 'Shumaker', ""'"", ']']"
https://www.reuters.com/article/us-mexico-volkswagen/volkswagen-pushes-back-possible-restart-of-operations-in-mexico-idUSKCN22700N,['Volkswagen pushes back possible restart of operations in Mexico'],"['April 25, 2020 /  12:32 AM / in 10 days']","['MEXICO CITY (Reuters) - German automaker Volkswagen will extend until at least May 18 a suspension on operations at its Puebla production plant in Mexico due to the ongoing coronavirus pandemic, the company said in a statement on Friday. ', 'The company’s Silao plant in Mexico is also temporarily down, and the company said it has not yet determined when it might resume operations. ', 'The eventual re-start at both plants will be “gradual and under strict hygiene measures,” the statement added.  ', 'Volkswagen is among manufacturers worldwide who are responding to a steep fall in demand, as well as supply chain challenges following public health measures adopted by governments to rein in the pandemic. ', 'Reporting by Sharay Angulo; Editing by Sandra Maler']","['[', ""'"", 'MEXICO', 'CITY', '(', 'Reuters', ')', '-', 'German', 'automaker', 'Volkswagen', 'will', 'extend', 'until', 'at', 'least', 'May', '18', 'a', 'suspension', 'on', 'operations', 'at', 'its', 'Puebla', 'production', 'plant', 'in', 'Mexico', 'due', 'to', 'the', 'ongoing', 'coronavirus', 'pandemic', ',', 'the', 'company', 'said', 'in', 'a', 'statement', 'on', 'Friday', '.', ""'"", ',', ""'"", 'The', 'company', '’s', 'Silao', 'plant', 'in', 'Mexico', 'is', 'also', 'temporarily', 'down', ',', 'and', 'the', 'company', 'said', 'it', 'has', 'not', 'yet', 'determined', 'when', 'it', 'might', 'resume', 'operations', '.', ""'"", ',', ""'"", 'The', 'eventual', 're', '-', 'start', 'at', 'both', 'plants', 'will', 'be', '“', 'gradual', 'and', 'under', 'strict', 'hygiene', 'measures', ',', '”', 'the', 'statement', 'added', '.', ' ', ""'"", ',', ""'"", 'Volkswagen', 'is', 'among', 'manufacturers', 'worldwide', 'who', 'are', 'responding', 'to', 'a', 'steep', 'fall', 'in', 'demand', ',', 'as', 'well', 'as', 'supply', 'chain', 'challenges', 'following', 'public', 'health', 'measures', 'adopted', 'by', 'governments', 'to', 'rein', 'in', 'the', 'pandemic', '.', ""'"", ',', ""'"", 'Reporting', 'by', 'Sharay', 'Angulo', ';', 'Editing', 'by', 'Sandra', 'Maler', ""'"", ']']","['[', ""'"", 'MEXICO', 'CITY', '(', 'Reuters', ')', '-', 'german', 'automaker', 'Volkswagen', 'will', 'extend', 'until', 'at', 'least', 'May', '18', 'a', 'suspension', 'on', 'operation', 'at', '-PRON-', 'Puebla', 'production', 'plant', 'in', 'Mexico', 'due', 'to', 'the', 'ongoing', 'coronavirus', 'pandemic', ',', 'the', 'company', 'say', 'in', 'a', 'statement', 'on', 'Friday', '.', ""'"", ',', ""'"", 'the', 'company', '’s', 'silao', 'plant', 'in', 'Mexico', 'be', 'also', 'temporarily', 'down', ',', 'and', 'the', 'company', 'say', '-PRON-', 'have', 'not', 'yet', 'determine', 'when', '-PRON-', 'may', 'resume', 'operation', '.', ""'"", ',', ""'"", 'the', 'eventual', 're', '-', 'start', 'at', 'both', 'plant', 'will', 'be', '""', 'gradual', 'and', 'under', 'strict', 'hygiene', 'measure', ',', '""', 'the', 'statement', 'add', '.', ' ', ""'"", ',', ""'"", 'Volkswagen', 'be', 'among', 'manufacturer', 'worldwide', 'who', 'be', 'respond', 'to', 'a', 'steep', 'fall', 'in', 'demand', ',', 'as', 'well', 'as', 'supply', 'chain', 'challenge', 'follow', 'public', 'health', 'measure', 'adopt', 'by', 'government', 'to', 'rein', 'in', 'the', 'pandemic', '.', ""'"", ',', ""'"", 'reporting', 'by', 'Sharay', 'Angulo', ';', 'editing', 'by', 'Sandra', 'Maler', ""'"", ']']","['[', ""'"", 'MEXICO', 'CITY', '(', 'Reuters', ')', '-', 'German', 'automaker', 'Volkswagen', 'extend', '18', 'suspension', 'operations', 'Puebla', 'production', 'plant', 'Mexico', 'ongoing', 'coronavirus', 'pandemic', ',', 'company', 'said', 'statement', 'Friday', '.', ""'"", ',', ""'"", 'company', 'Silao', 'plant', 'Mexico', 'temporarily', ',', 'company', 'said', 'determined', 'resume', 'operations', '.', ""'"", ',', ""'"", 'eventual', '-', 'start', 'plants', '“', 'gradual', 'strict', 'hygiene', 'measures', ',', '”', 'statement', 'added', '.', ' ', ""'"", ',', ""'"", 'Volkswagen', 'manufacturers', 'worldwide', 'responding', 'steep', 'fall', 'demand', ',', 'supply', 'chain', 'challenges', 'following', 'public', 'health', 'measures', 'adopted', 'governments', 'rein', 'pandemic', '.', ""'"", ',', ""'"", 'Reporting', 'Sharay', 'Angulo', ';', 'Editing', 'Sandra', 'Maler', ""'"", ']']","['[', ""'"", 'MEXICO_CITY', '(', 'Reuters', ')', '-', 'German', 'automaker', 'Volkswagen', 'extend_18', 'suspension_operations', 'Puebla', 'production', 'plant', 'Mexico_ongoing', 'coronavirus', 'pandemic', ',', 'company', 'said', 'statement', 'Friday', '.', ""'"", ',', ""'"", 'company', 'Silao', 'plant', 'Mexico_temporarily', ',', 'company', 'said', 'determined_resume', 'operations', '.', ""'"", ',', ""'"", 'eventual', '-', 'start', 'plants', '“', 'gradual_strict', 'hygiene', 'measures', ',', '”', 'statement', 'added', '.', ' ', ""'"", ',', ""'"", 'Volkswagen', 'manufacturers_worldwide', 'responding_steep', 'fall', 'demand', ',', 'supply_chain', 'challenges_following', 'public_health', 'measures_adopted', 'governments_rein', 'pandemic', '.', ""'"", ',', ""'"", 'Reporting', 'Sharay_Angulo', ';', 'Editing', 'Sandra_Maler', ""'"", ']']"
