Date,OPEN,HIGH,LOW,CLOSE,VOLUME
2020-02-26 08:01:00,11.2,11.306,11.16,11.306,195659.0
2020-02-26 08:02:00,11.31,11.388,11.272,11.35,192646.0
2020-02-26 08:03:00,11.334,11.35,11.304,11.306,93822.0
2020-02-26 08:04:00,11.31,11.318,11.262,11.284,124491.0
2020-02-26 08:05:00,11.288,11.31,11.268,11.288,89921.0
2020-02-26 08:06:00,11.282,11.304,11.28,11.286,109230.0
2020-02-26 08:07:00,11.284,11.314,11.276,11.306,58535.0
2020-02-26 08:08:00,11.31,11.312,11.294,11.306,37147.0
2020-02-26 08:09:00,11.304,11.314,11.294,11.308,62285.0
2020-02-26 08:10:00,11.306,11.314,11.3,11.306,56880.0
2020-02-26 08:11:00,11.31,11.32,11.298,11.298,74329.0
2020-02-26 08:12:00,11.298,11.3,11.28,11.29,83790.0
2020-02-26 08:13:00,11.294,11.3,11.28,11.296,133751.0
2020-02-26 08:14:00,11.296,11.31,11.286,11.304,80793.0
2020-02-26 08:15:00,11.306,11.31,11.292,11.296,19903.0
2020-02-26 08:16:00,11.29,11.296,11.28,11.284,35167.0
2020-02-26 08:17:00,11.282,11.294,11.28,11.282,31297.0
2020-02-26 08:18:00,11.284,11.294,11.266,11.294,51515.0
2020-02-26 08:19:00,11.296,11.306,11.292,11.3,55534.0
2020-02-26 08:20:00,11.298,11.3,11.286,11.292,25500.0
2020-02-26 08:21:00,11.298,11.298,11.268,11.268,53668.0
2020-02-26 08:22:00,11.266,11.266,11.248,11.264,62684.0
2020-02-26 08:23:00,11.266,11.28,11.26,11.278,27041.0
2020-02-26 08:24:00,11.276,11.284,11.254,11.274,60363.0
2020-02-26 08:25:00,11.276,11.288,11.27,11.288,28722.0
2020-02-26 08:26:00,11.28,11.292,11.272,11.288,13634.0
2020-02-26 08:27:00,11.286,11.294,11.28,11.28,25552.0
2020-02-26 08:28:00,11.278,11.292,11.278,11.284,12754.0
2020-02-26 08:29:00,11.282,11.298,11.282,11.296,16619.0
2020-02-26 08:30:00,11.296,11.298,11.286,11.286,17631.0
2020-02-26 08:31:00,11.29,11.302,11.29,11.3,18971.0
2020-02-26 08:32:00,11.304,11.334,11.304,11.318,88590.0
2020-02-26 08:33:00,11.31,11.318,11.288,11.294,43357.0
2020-02-26 08:34:00,11.296,11.316,11.296,11.316,44956.0
2020-02-26 08:35:00,11.312,11.324,11.308,11.324,13245.0
2020-02-26 08:36:00,11.326,11.346,11.316,11.316,80970.0
2020-02-26 08:37:00,11.312,11.33,11.306,11.328,26877.0
2020-02-26 08:38:00,11.324,11.358,11.324,11.358,100585.0
2020-02-26 08:39:00,11.358,11.38,11.358,11.372,73612.0
2020-02-26 08:40:00,11.372,11.374,11.334,11.346,74220.0
2020-02-26 08:41:00,11.352,11.368,11.352,11.36,105535.0
2020-02-26 08:42:00,11.36,11.372,11.358,11.37,92300.0
2020-02-26 08:43:00,11.374,11.376,11.356,11.36,174404.0
2020-02-26 08:44:00,11.36,11.364,11.354,11.36,36308.0
2020-02-26 08:45:00,11.362,11.372,11.358,11.37,27829.0
2020-02-26 08:46:00,11.37,11.38,11.36,11.378,70887.0
2020-02-26 08:47:00,11.378,11.392,11.372,11.388,65617.0
2020-02-26 08:48:00,11.384,11.384,11.352,11.368,52087.0
2020-02-26 08:49:00,11.366,11.37,11.334,11.348,79135.0
2020-02-26 08:50:00,11.34,11.348,11.334,11.346,81001.0
2020-02-26 08:51:00,11.346,11.354,11.32,11.33,50680.0
2020-02-26 08:52:00,11.322,11.34,11.318,11.338,52298.0
2020-02-26 08:53:00,11.34,11.34,11.32,11.326,21803.0
2020-02-26 08:54:00,11.33,11.332,11.31,11.314,32579.0
2020-02-26 08:55:00,11.314,11.316,11.296,11.304,71551.0
2020-02-26 08:56:00,11.302,11.314,11.302,11.304,18930.0
2020-02-26 08:57:00,11.308,11.312,11.294,11.306,51030.0
2020-02-26 08:58:00,11.304,11.328,11.304,11.322,26579.0
2020-02-26 08:59:00,11.32,11.326,11.308,11.326,17213.0
2020-02-26 09:00:00,11.328,11.338,11.322,11.336,25437.0
2020-02-26 09:01:00,11.336,11.336,11.314,11.316,51920.0
2020-02-26 09:02:00,11.326,11.33,11.308,11.314,38907.0
2020-02-26 09:03:00,11.316,11.34,11.316,11.34,66707.0
2020-02-26 09:04:00,11.338,11.338,11.314,11.316,57361.0
2020-02-26 09:05:00,11.316,11.322,11.298,11.308,74400.0
2020-02-26 09:06:00,11.302,11.304,11.276,11.288,78801.0
2020-02-26 09:07:00,11.288,11.288,11.266,11.28,44320.0
2020-02-26 09:08:00,11.278,11.28,11.26,11.266,56342.0
2020-02-26 09:09:00,11.266,11.266,11.25,11.25,34253.0
2020-02-26 09:10:00,11.25,11.252,11.234,11.244,71520.0
