Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,flair_sentiment_header_score,flair_sentiment_content_score,compound_vader_header,compound_vader_articel_content,polarity_textblob_sentiment_header,polarity_textblob_sentiment_content
2020-04-24 15:00:00,970.0,970.0,970.0,970.0,2.0,0.0,0,0.0,0,,,,,,
2020-04-24 17:00:00,985.0,985.0,985.0,985.0,0.0,15.0,1,-2.0,0,,,,,,
