Date,OPEN,HIGH,LOW,CLOSE,VOLUME
2020-04-21 08:00:00,50.41,50.48,49.38,49.505,266905.0
2020-04-21 09:00:00,49.515,49.92,49.31,49.715,175400.0
2020-04-21 10:00:00,49.67,49.92,49.145,49.28,109599.0
2020-04-21 11:00:00,49.225,49.605,49.145,49.325,100981.0
2020-04-21 12:00:00,49.395,49.5,49.095,49.225,94604.0
2020-04-21 13:00:00,49.22,49.27,48.88,48.9,153089.0
2020-04-21 14:00:00,48.915,49.795,48.825,49.51,177689.0
2020-04-21 15:00:00,49.525,49.56,48.935,48.955,144770.0
2020-04-21 16:00:00,48.935,49.04,48.56,48.56,634046.0
