https://www.reuters.com/article/us-turkey-competition-germany-autos/turkish-competition-board-launches-probe-into-audi-porsche-vw-mercedes-benz-and-bmw-idUSKBN24267E,"['Turkish competition board launches probe into Audi, Porsche, VW, Mercedes-Benz and BMW']","['July 1, 2020 /  2:25 PM / 15 days ago']","['ISTANBUL (Reuters) - The Turkish Competition Board said on Wednesday that it launched an investigation into German carmakers Audi, Porsche, Volkswagen, Mercedes-Benz and BMW to determine whether they violated competition law. ', 'The competition board said findings regarding claims on the companies’ actions on security cooperation, environment cooperation and sharing competition-sensitive information were determined to be adequate to start an investigation. ', 'Reporting by Ebru Tuncay; Writing by Ezgi Erkoyun; Editing by Daren Butler']"
https://www.reuters.com/article/health-coronavirus-electric-esports/motor-racing-virtual-formula-e-test-race-proves-true-to-life-idUSL8N2C60IF,['Motor racing-Virtual Formula E test race proves true to life'],"['April 18, 2020 /  6:54 PM / 3 months ago']","['LONDON, April 18 (Reuters) - Formula E tested a new esports ‘Race at Home Challenge’ series on Saturday with the virtual Monaco layout proving true to life as BMW i Andretti driver Maximilian Guenther won untroubled from pole position. ', 'The regular Formula E drivers had their own race, with gamers and others competing separately in another, on simulators from their homes. ', 'Andre Lotterer’s dog made a brief appearance in the background when the camera turned to Porsche’s third-placed finisher. ', 'Mercedes driver Stoffel Vandoorne finished as runner-up, seven tenths behind, on a street circuit where overtaking is always tricky in real life. ', 'The start was also typically chaotic and the race littered with the sort of pile-ups that would have brought out red flags in the real world, rather than a digital reset without the involvement of marshals. ', 'Under the ‘race royale’ format, the last placed driver after each lap was eliminated until only 10 remained for a final sprint to the line. ', 'Saturday’s race was non-points scoring for the virtual series with the emphasis on familiarisation for drivers joining the fray from as far afield as Felipe Massa in Brazil. ', 'Formula E is following other championships, such as Formula One and MotoGP, in using virtual racing to fill the void left by the COVID-19 pandemic which has brought motorsport to a standstill. ', 'The all-electric series’ version, run over nine consecutive weekends, is also raising funds for the U.N. children’s fund UNICEF’s global coronavirus appeal. ', 'The gamers race was won by Graham Carroll for the Envision Virgin team. ', 'The ultimate prize at stake for those competing in that category is real-life track time in a Formula E car when real-life racing resumes. ', 'Those competing included transgender sportscar driver Charlie Martin. (Reporting by Alan Baldwin, editing by Pritha Sarkar)']"
https://www.reuters.com/article/brief-bmw-to-start-production-in-stages/brief-bmw-to-start-production-in-stages-at-end-of-april-idUSS8N2CB0BE,['BRIEF-BMW To Start Production In Stages At End Of April'],"['April 24, 2020 /  11:20 AM / 3 months ago']","['April 24 (Reuters) - BMW: ', '* SPOKESMAN SAYS  TO BEGIN PRODUCTION IN STAGES AT THE END OF APRIL 2020 ', '* BMW SPOKESMAN SAYS PRODUCTION AT PLANT IN GOODWOOD AND SPARTANBURG TO BEGIN IN STEPS FROM MAY 4 (Berlin Speed Desk)']"
https://www.reuters.com/article/us-health-coronavirus-bmw-ceo/bmw-ceo-working-to-safeguard-liquidity-during-coronavirus-crisis-idUSKBN21L1LT,['BMW CEO: working to safeguard liquidity during coronavirus crisis'],"['April 3, 2020 /  11:12 AM / 3 months ago']","['FRANKFURT (Reuters) - BMW (', ') Chief Executive Oliver Zipse said the carmaker is focussing on preserving the health of its balance sheet and workforce which have come under strain during the coronavirus crisis. ', '“No company can possibly get through something like this unscathed. Guaranteeing our liquidity needs to happen very quickly. The Management Board are currently meeting twice as often as normal, so we can make the necessary decisions,” Zipse said in a statement on Friday.  ', '“We are preparing to ramp up production as soon as the time is right in full compliance with all the safety aspects, and with international coordination. It’s essential that we synchronise with the supplier network on this,” Zipse said. ', 'Reporting by Edward Taylor; editing by Thomas Seythal']"
https://www.reuters.com/article/brief-bmw-expects-further-decline-in-dem/brief-bmw-expects-further-decline-in-demand-due-to-coronavirus-idUSL8N2BU2J7,['BRIEF-BMW Expects Further Decline in Demand Due To Coronavirus'],"['April 6, 2020 /  10:37 AM / 3 months ago']","['April 6 (Reuters) - Bayerische Motoren Werke AG: ', '* SPOKESMAN SAYS BMW GROUP EXPECTS FURTHER DECLINE IN DEMAND IN AUTO MARKETS AROUND THE WORLD DUE TO CORONAVIRUS ', '* SPOKESMAN SAYS COMPANY IS PLANNING AHEAD AND ADJUSTING PRODUCTION EARLY TO TACKLE MARKET SITUATION ', '* SPOKESMAN SAYS FUNDAMENTAL DEMAND IS THERE BUT CLOSURE OF RETAIL OUTLETS MEANS CUSTOMERS AREN’T ORDERING AND RECEIVING CARS SO IT WILL TAKE LONGER FOR MARKETS TO RECOVER ', '* SPOKESMAN SAYS WE HAVE DECIDED TO EXTEND PRODUCTION STOPPAGE BY TWO WEEKS UNTIL APRIL 30 ', '* SPOKESMAN SAYS WE ARE USING STOPPAGE TO MODIFY OUR FACTORIES, SEVERAL THOUSAND EMPLOYEES ARE BUSY WITH THAT Further company coverage: (Reporting by Berlin Speed Desk)']"
https://www.reuters.com/article/us-health-coronavirus-bmw/bmw-to-start-producing-face-masks-idUSKBN21Q0ZX,['BMW to start producing face masks'],"['April 8, 2020 /  8:38 AM / 3 months ago']","['MUNICH (Reuters) - German carmaker BMW (', ') will start producing face masks to help protect its own staff and the public against the spread of the new coronavirus, Chief Executive Oliver Zipse said on Wednesday. ', 'Zipse said BMW would soon be able to produce several hundred thousand masks per day. ', 'The company has already delivered 100,000 masks to the government from its own existing stocks, and handed over another 50,000 masks and a million medical gloves on Wednesday, with a further million masks to be handed over in the next two weeks. ', 'BMW said on Monday that a production stoppage at its factories is being extended by two weeks until April 30. ', 'Reporting by Joern Poltz, writing by Emma Thomasson; Editing by Michelle Martin']"
https://www.reuters.com/article/us-bmw-results-q1/bmw-cuts-outlook-sees-coronavirus-pain-lasting-all-year-idUSKBN22I0JE,"['BMW cuts outlook, sees coronavirus pain lasting all year']","['May 6, 2020 /  5:49 AM / 2 months ago']","['FRANKFURT (Reuters) - BMW AG BAMG.DE expects the coronavirus pandemic to hit demand and earnings throughout this year, prompting the German automaker to cut its profitability forecast for passenger cars following a drop in first-quarter deliveries.  ', 'The firm forecast a margin on automotive earnings before interest and taxes (EBIT) of 0% to 3% this year, versus the 2-4% seen before demand was crippled by worldwide restrictions on movement to tackle the virus. ', '“The BMW Group still expects the spread of the coronavirus and the necessary containment measures to seriously dampen demand across all major markets over the entire year,” the Munich-based company said on Wednesday. ', 'BMW reported a 133% jump in first-quarter profit to 1.38 billion euros ($1.50 billion). But that was against a period last year when earnings were pushed down to 589 million euros by a one-off 1.4 billion euro provision. ', 'The automotive EBIT margin came in at 1.3%. ', 'Jefferies automotive analyst Philippe Houchois described the margin as disappointing, given solid sales of typically more profitable sport-utility vehicles (SUVs). ', 'BMW expects to make an operating loss in the second quarter as coronavirus lockdowns continue in large markets like the United States and Britain, it said.   ', 'Like rivals, BMW also said it would throttle back investments to preserve cash. A 12 billion euros cost savings and efficiency plan will be extended, it added, without providing further details. ', '“In light of the current situation, we will be delaying a number of projects, like the plant in Hungary. Other projects will be carefully reconsidered,” Chief Financial Officer Nicolas Peter said, adding the Hungary plant would be delayed by a year. ', 'Free cashflow at the automotive business was minus 2.2 billion euros in the first quarter and BMW said it no longer expected to achieve positive free cash flow in 2020, despite cutting back investments. ', 'At 0845 GMT, its shares were down 2.9% at 51.99 euros. ', 'BMW’s forecasts are the latest sign that profitability at traditional automakers is on the wane, as they spend huge sums to clean up combustion engines in the face of increasingly stringent emissions regulations as well as rising competition from electric vehicle specialist Tesla Inc (', ').  ', 'Last week, Tesla said its automotive gross margin rose to 25.5% in the first quarter from 20.2% a year earlier, due to a 40% rise in deliveries, helped by demand for its Model Y crossover utility vehicle. ', 'By contrast, BMW’s passenger car deliveries fell 20.6% to 477,111 cars in a quarter blighted by the virus outbreak. ', 'The company also said it had set aside a “low triple digit million” euros amount to cover potential defaults from customers buying cars on loans and leasing contracts. ', 'BMW has had to ramp up spending on hybrid petrol-electric and pure electric vehicles to try to meet emissions rules and offset its heavy reliance on petrol-guzzling SUVs. ', 'Sales of BMW’s “X” series of SUVs jumped 21% last year, making up 44% of the BMW brand’s global total.  ', 'Carbon dioxide emissions from new vehicles sold in the European Union must be 40% lower in 2021 compared with 2007, and 37.5% lower in 2030 versus 2021 - with fines for non-compliance. ', 'BMW’s 2021 target is an EU fleet average of 102.5 grams of CO2 per kilometre. Last year, its average fell just 1 gram from a year earlier to 127 grams, while research and development spending left its automotive EBIT margin at 4.9%. ', 'Reporting by Edward Taylor; Editing by Christopher Cushing and Mark Potter']"
https://www.reuters.com/article/us-bmw-results-q1-savings/bmw-to-delay-hungary-plant-in-coronavirus-savings-drive-idUSKBN22I0Y4,['BMW to delay Hungary plant in coronavirus savings drive'],"['May 6, 2020 /  8:17 AM / 2 months ago']","['FRANKFURT (Reuters) - BMW (', ') will put investments on hold as it seeks to conserve cash to counter a fall in demand caused by the spread of the coronavirus pandemic, Chief Financial Officer Nicolas Peter said on Wednesday. ', '“In light of the current situation, we will be delaying a number of projects, like the plant in Hungary. Other projects will be carefully reconsidered,” Peter said on a call to discuss first quarter earnings. ', 'Reporting by Edward Taylor; Editing by Riham Alkousaa']"
https://www.reuters.com/article/us-health-coronavirus-volkswagen/german-carmakers-to-resume-production-as-lockdowns-ease-idUSKCN21X2V8,['German carmakers to resume production as lockdowns ease'],"['April 15, 2020 /  5:45 PM / 3 months ago']","['FRANKFURT (Reuters) - German carmakers including Volkswagen (', ') and Mercedes-Benz (', ') will restart production at some German factories next week after the country eased restrictions designed to contain the coronavirus outbreak. ', 'Chancellor Angela Merkel on Wednesday said that Germany has achieved a “fragile intermediate success” in its the fight against the coronavirus and that its emergence from lockdown would begin with the partial reopening of shops next week and schools from May 4. ', 'Unlike Italy and Spain, Germany never banned car production, though factories came to a standstill after authorities restricted the movement of people and ordered the closure of car dealerships, hitting demand.         ', 'Volkswagen said it will start producing cars for its core brand in Zwickau, Germany, and in Bratislava, Slovakia, on April 20.  ', 'Plants in Russia, Spain, Portugal and the United States will ramp up production from April 27 onwards, joined by factories in South Africa, Argentina, Brazil and Mexico in May.  ', '“With the decisions by the federal and state governments in Germany and the loosening of restrictions in other European states, conditions have been established for the gradual resumption of production,” Ralf Brandstaetter, Chief Operating Officer of the Volkswagen brand, said in a statement.  ', 'The carmaker has retooled production to ensure that workers keep 1.5 metres apart. Other measures include the staggering of shifts and lunch breaks, plus steps to change worker interaction in VW’s supply chain. ', 'Bernd Osterloh, Chairman of the company’s Works Council, said: “In the light of the pandemic, we need to adapt our routines. One answer is our new agreement on health protection. With about 100 measures, we are keeping the risk of infection at Volkswagen as low as possible.” ', 'In China, where a Volkswagen has already implemented health measures, 32 of the 33 plants have resumed production and no coronavirus infections among employees have been reported. ', 'Mercedes-Benz parent Daimler said that its plants in Hamburg, Berlin and Untertuerkheim will resume production next week. Its Berlin plant makes engine-management systems for vehicles sold in China.  ', 'Production will initially start in a one-shift system, Daimler said, with plants in Sindelfingen and Bremen also making preparations to ramp up production. ', 'German peer BMW (', ') said it had no information about the timetable for resuming production. The Munich-based manufacturer has suspended production until end of April. ', 'Reporting by Edward Taylor and Jan Schwartz; Editing by David Goodman and Jane Merriman']"
https://www.reuters.com/article/us-bmw-daimler-carsharing/daimler-bmws-free-now-service-to-restructure-integrate-french-app-kapten-idUSKCN21Y1JZ,"[""Daimler/BMW's 'FREE NOW' service to restructure, integrate French app Kapten""]","['April 16, 2020 /  11:15 AM / 3 months ago']","['PARIS (Reuters) - The ‘FREE NOW’ taxi ride-hailing service run by Daimler and BMW announced on Thursday a corporate restructuring, which could lead to job cuts, and unveiled plans to merge with French app Kapten. ', 'The ‘FREE NOW’ company said in a statement that its restructuring was aimed at reducing costs in order to offset the hits to its business caused by the coronavirus crisis, which has hurt transport companies around the world. ', 'The ‘FREE NOW’ and Kapten ride-hailing apps are among many relatively new companies that have been set up across the globe to take on the likes of main players such as Uber. ', 'Reporting by Sudip Kar-Gupta; Editing by Susan Fenton']"
