Date,OPEN,HIGH,LOW,CLOSE,VOLUME,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2020-04-03 09:01:00,6.225,6.274,6.167000000000001,6.234,70677.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:02:00,6.247000000000001,6.249,6.227,6.227,16726.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:03:00,6.227,6.239,6.225,6.239,2034.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:04:00,6.221,6.221,6.186,6.193,40338.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:05:00,6.207999999999999,6.215,6.207999999999999,6.215,2616.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:06:00,6.215,6.225,6.1979999999999995,6.225,19166.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:07:00,6.228,6.246,6.207999999999999,6.207999999999999,18134.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:08:00,6.218999999999999,6.22,6.1979999999999995,6.205,4006.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:09:00,6.2010000000000005,6.215,6.2,6.21,4259.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:10:00,6.2,6.204,6.193,6.2,12916.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:11:00,6.2,6.202999999999999,6.19,6.19,6873.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:12:00,6.195,6.195,6.19,6.19,4220.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:13:00,6.197,6.2,6.19,6.192,12058.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:14:00,6.19,6.197,6.19,6.197,4309.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:15:00,6.199,6.2,6.18,6.192,29173.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:16:00,6.187,6.191,6.185,6.191,3736.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:18:00,6.181,6.196000000000001,6.178,6.196000000000001,21174.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:19:00,6.194,6.196000000000001,6.192,6.195,2672.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:20:00,6.193,6.193,6.186,6.186,4968.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:21:00,6.194,6.195,6.192,6.195,1300.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:22:00,6.186,6.186,6.17,6.17,35153.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:23:00,6.175,6.182,6.172000000000001,6.182,9419.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:24:00,6.187,6.195,6.187,6.195,4365.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:25:00,6.19,6.199,6.178,6.178,10639.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:26:00,6.184,6.19,6.182,6.19,4421.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:27:00,6.19,6.19,6.184,6.184,2202.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:28:00,6.189,6.1979999999999995,6.188,6.188,9408.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:29:00,6.191,6.204,6.191,6.204,16251.0,,,,,,,,,,,,,,,,,,,
2020-04-03 09:30:00,6.197,6.1979999999999995,6.19,6.194,8188.0,,,,,,,,,,,,,,,,,,,
