Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,flair_sentiment_header_score,flair_sentiment_content_score,compound_vader_header,compound_vader_articel_content,polarity_textblob_sentiment_header,polarity_textblob_sentiment_content
2020-04-08 09:00:00,136.0,138.3,135.5,138.15,50412.0,0.0,0,0.0,0,,,,,,
2020-04-08 10:00:00,138.15,138.2,137.1,137.6,25505.0,1.5999999999999943,1,-24907.0,0,,,,,,
2020-04-08 11:00:00,137.7,138.15,137.2,137.5,24043.0,-0.6500000000000057,0,-1462.0,0,,,,,,
2020-04-08 12:00:00,137.8,138.2,137.7,138.2,19244.0,0.5,1,-4799.0,0,,,,,,
2020-04-08 13:00:00,138.15,138.5,137.6,137.7,19087.0,-0.10000000000002274,0,-157.0,0,,,,,,
2020-04-08 14:00:00,137.7,138.35,137.55,137.8,8587.0,-0.3499999999999943,0,-10500.0,0,,,,,,
2020-04-08 15:00:00,137.95,138.75,137.75,137.95,29771.0,0.25,1,21184.0,1,0.733,-0.9672,0.0,-0.9739,0.0,0.046867167919799516
2020-04-08 15:00:00,137.95,138.75,137.75,137.95,29771.0,0.25,1,21184.0,1,0.507,-0.9964,0.0,0.8176,0.0,0.3181818181818182
2020-04-08 15:00:00,137.95,138.75,137.75,137.95,29771.0,0.25,1,21184.0,1,0.733,-0.9672,0.0,-0.9739,0.0,0.046867167919799516
2020-04-08 15:00:00,137.95,138.75,137.75,137.95,29771.0,0.25,1,21184.0,1,0.507,-0.9964,0.0,0.8176,0.0,0.3181818181818182
2020-04-08 16:00:00,137.85,139.75,137.85,139.7,46486.0,1.75,1,16715.0,1,,,,,,
2020-04-08 17:00:00,139.7,141.25,139.6,141.25,158378.0,3.4000000000000057,1,111892.0,1,,,,,,
