Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2020-03-27 09:01:00,12.275,12.275,12.15,12.205,57036.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,
2020-03-27 09:02:00,12.195,12.35,12.195,12.345,8590.0,0.07000000000000027,1,-48446.0,0,,,,,,,,,,,,,,,,,,,
2020-03-27 09:03:00,12.41,12.41,12.32,12.32,4863.0,0.125,1,-3727.0,0,,,,,,,,,,,,,,,,,,,
2020-03-27 09:04:00,12.255,12.29,12.255,12.255,137.0,-0.15499999999999936,0,-4726.0,0,,,,,,,,,,,,,,,,,,,
2020-03-27 09:05:00,12.275,12.275,12.275,12.275,1973.0,0.01999999999999957,1,1836.0,1,,,,,,,,,,,,,,,,,,,
2020-03-27 09:06:00,12.29,12.4,12.28,12.4,10591.0,0.125,1,8618.0,1,,,,,,,,,,,,,,,,,,,
2020-03-27 09:07:00,12.41,12.425,12.355,12.355,6205.0,0.06500000000000128,1,-4386.0,0,,,,,,,,,,,,,,,,,,,
2020-03-27 09:08:00,12.37,12.37,12.37,12.37,285.0,-0.040000000000000924,0,-5920.0,0,,,,,,,,,,,,,,,,,,,
2020-03-27 09:09:00,12.385,12.39,12.37,12.37,1807.0,0.0,0,1522.0,1,,,,,,,,,,,,,,,,,,,
2020-03-27 09:10:00,12.37,12.385,12.36,12.38,2792.0,-0.004999999999999004,0,985.0,1,,,,,,,,,,,,,,,,,,,
2020-03-27 09:11:00,12.375,12.375,12.33,12.33,6203.0,-0.03999999999999915,0,3411.0,1,,,,,,,,,,,,,,,,,,,
2020-03-27 09:12:00,12.34,12.34,12.32,12.325,2257.0,-0.05000000000000071,0,-3946.0,0,,,,,,,,,,,,,,,,,,,
2020-03-27 09:13:00,12.33,12.33,12.32,12.32,2164.0,-0.01999999999999957,0,-93.0,0,,,,,,,,,,,,,,,,,,,
2020-03-27 09:14:00,12.335,12.41,12.335,12.395,11822.0,0.0649999999999995,1,9658.0,1,,,,,,,,,,,,,,,,,,,
2020-03-27 09:15:00,12.395,12.405,12.39,12.39,8873.0,0.054999999999999716,1,-2949.0,0,,,,,,,,,,,,,,,,,,,
