Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,url,header,release time,article content,formatteddate,flair_sentiment_header_label,flair_sentiment_header_score,flair_sentiment_content_label,flair_sentiment_content_score,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2020-05-22 09:01:00,11.215,11.22,11.15,11.16,45962.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:02:00,11.16,11.17,11.13,11.155,11547.0,-0.0600000000000005,0,-34415.0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:03:00,11.155,11.185,11.13,11.15,7858.0,-0.009999999999999787,0,-3689.0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:04:00,11.2,11.24,11.155,11.2,13922.0,0.04499999999999993,1,6064.0,1,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:05:00,11.195,11.24,11.195,11.24,15366.0,0.040000000000000924,1,1444.0,1,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:06:00,11.22,11.235,11.165,11.2,21792.0,0.004999999999999004,1,6426.0,1,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:07:00,11.2,11.295,11.19,11.295,33290.0,0.07499999999999929,1,11498.0,1,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:08:00,11.295,11.3,11.24,11.27,26215.0,0.07000000000000027,1,-7075.0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:09:00,11.25,11.25,11.185,11.22,15057.0,-0.07499999999999929,0,-11158.0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:10:00,11.22,11.23,11.185,11.2,9657.0,-0.05000000000000071,0,-5400.0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:11:00,11.19,11.195,11.15,11.175,20287.0,-0.04499999999999993,0,10630.0,1,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:12:00,11.165,11.165,11.095,11.095,32105.0,-0.09499999999999886,0,11818.0,1,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:13:00,11.09,11.15,11.09,11.115,10801.0,-0.04999999999999893,0,-21304.0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:14:00,11.135,11.14,11.13,11.14,675.0,0.05000000000000071,1,-10126.0,0,,,,,,,,,,,,,,,,,,,,,
2020-05-22 09:15:00,11.205,11.215,11.175,11.195,2152.0,0.0600000000000005,1,1477.0,1,,,,,,,,,,,,,,,,,,,,,
