Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2020-01-08 09:03:00,67.06,67.06,67.0,67.0,3325.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:04:00,66.96,67.1,66.96,67.1,368.0,0.039999999999992035,1,-2957.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:05:00,67.14,67.14,67.12,67.14,552.0,0.18000000000000682,1,184.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:06:00,67.16,67.16,67.08,67.12,961.0,-0.019999999999996017,0,409.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:07:00,67.12,67.16,67.1,67.16,877.0,0.0,0,-84.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:08:00,67.08,67.08,67.08,67.08,391.0,-0.04000000000000625,0,-486.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:09:00,67.0,67.1,67.0,67.1,649.0,0.019999999999996017,1,258.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:10:00,67.1,67.1,67.1,67.1,14.0,0.09999999999999433,1,-635.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:11:00,67.06,67.06,67.06,67.06,73.0,-0.039999999999992035,0,59.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:12:00,67.06,67.06,67.04,67.04,403.0,-0.019999999999996017,0,330.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:13:00,67.04,67.08,67.04,67.08,234.0,0.019999999999996017,1,-169.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:14:00,67.08,67.08,67.02,67.02,67.0,-0.020000000000010232,0,-167.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:15:00,67.02,67.02,66.98,66.98,719.0,-0.09999999999999433,0,652.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:16:00,66.96,66.96,66.96,66.96,173.0,-0.060000000000002274,0,-546.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:17:00,66.94,66.98,66.94,66.98,317.0,0.020000000000010232,1,144.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:18:00,66.98,67.0,66.94,67.0,820.0,0.060000000000002274,1,503.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:19:00,66.98,66.98,66.96,66.96,549.0,-0.020000000000010232,0,-271.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:20:00,67.0,67.16,67.0,67.14,636.0,0.1599999999999966,1,87.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:21:00,67.16,67.18,67.12,67.12,784.0,0.12000000000000455,1,148.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:22:00,67.14,67.14,67.12,67.14,303.0,-0.019999999999996017,0,-481.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:23:00,67.12,67.14,67.12,67.14,99.0,0.0,0,-204.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:24:00,67.12,67.14,67.12,67.14,54.0,0.019999999999996017,1,-45.0,0,,,,,,,,,,,,,,,,,,,
2020-01-08 09:25:00,67.1,67.1,67.02,67.02,733.0,-0.10000000000000853,0,679.0,1,,,,,,,,,,,,,,,,,,,
2020-01-08 09:26:00,67.0,67.0,66.98,66.98,356.0,-0.11999999999999035,0,-377.0,0,,,,,,,,,,,,,,,,,,,
