Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2019-08-22 09:01:00,50.3,50.45,50.3,50.37,3280.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:02:00,50.3,50.3,50.18,50.23,1288.0,-0.07000000000000027,0,-1992.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:03:00,50.24,50.27,50.17,50.24,798.0,-0.059999999999995175,0,-490.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:04:00,50.23,50.24,50.23,50.24,184.0,0.0,0,-614.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:05:00,50.26,50.38,50.26,50.36,2972.0,0.13000000000000256,1,2788.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:06:00,50.38,50.45,50.38,50.41,1665.0,0.14999999999999858,1,-1307.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:07:00,50.44,50.51,50.44,50.51,1562.0,0.12999999999999545,1,-103.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:08:00,50.52,50.72,50.52,50.7,6199.0,0.2600000000000051,1,4637.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:09:00,50.7,50.72,50.65,50.67,2501.0,0.14999999999999858,1,-3698.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:10:00,50.63,50.64,50.55,50.55,1130.0,-0.15000000000000568,0,-1371.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:11:00,50.52,50.52,50.46,50.51,1153.0,-0.12000000000000455,0,23.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:12:00,50.5,50.61,50.5,50.61,1027.0,0.0899999999999963,1,-126.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:13:00,50.54,50.61,50.54,50.6,1793.0,0.10000000000000142,1,766.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:14:00,50.56,50.6,50.56,50.6,304.0,0.060000000000002274,1,-1489.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:15:00,50.6,50.6,50.53,50.54,1341.0,-0.02000000000000313,0,1037.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:16:00,50.57,50.77,50.57,50.76,3871.0,0.1599999999999966,1,2530.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:17:00,50.74,50.82,50.73,50.78,3251.0,0.21000000000000085,1,-620.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:18:00,50.76,50.82,50.76,50.81,403.0,0.07000000000000027,1,-2848.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:19:00,50.77,50.79,50.77,50.79,341.0,0.030000000000001137,1,-62.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:20:00,50.78,50.87,50.78,50.87,1417.0,0.09999999999999433,1,1076.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:21:00,50.85,50.85,50.8,50.83,1286.0,0.049999999999997165,1,-131.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:22:00,50.88,50.96,50.88,50.94,1507.0,0.0899999999999963,1,221.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:23:00,50.91,50.95,50.85,50.85,1208.0,-0.030000000000001137,0,-299.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:24:00,50.82,50.94,50.82,50.94,814.0,0.030000000000001137,1,-394.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:25:00,50.89,50.89,50.87,50.88,894.0,0.060000000000002274,1,80.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:26:00,50.91,50.91,50.89,50.89,484.0,0.0,0,-410.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:27:00,50.91,50.93,50.9,50.91,571.0,0.0,0,87.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:28:00,50.91,50.92,50.86,50.86,701.0,-0.049999999999997165,0,130.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:29:00,50.86,50.86,50.8,50.84,1264.0,-0.06999999999999318,0,563.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:30:00,50.87,50.95,50.87,50.95,1065.0,0.09000000000000341,1,-199.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:31:00,50.94,51.01,50.91,51.01,3305.0,0.14000000000000054,1,2240.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:32:00,50.97,51.05,50.97,51.03,1782.0,0.09000000000000341,1,-1523.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:33:00,51.06,51.09,51.02,51.02,778.0,0.05000000000000426,1,-1004.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:34:00,51.01,51.06,51.01,51.06,365.0,0.0,0,-413.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:35:00,51.06,51.12,51.06,51.11,1072.0,0.10000000000000142,1,707.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:36:00,51.11,51.13,51.08,51.1,3243.0,0.03999999999999915,1,2171.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:37:00,51.09,51.1,51.05,51.1,2026.0,-0.009999999999998009,0,-1217.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:38:00,51.07,51.1,51.07,51.1,394.0,0.009999999999998009,1,-1632.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:39:00,51.05,51.07,51.04,51.04,498.0,-0.030000000000001137,0,104.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:40:00,51.05,51.05,51.02,51.05,1400.0,0.0,0,902.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:41:00,51.02,51.06,51.02,51.06,1675.0,0.010000000000005116,1,275.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:42:00,51.07,51.07,51.02,51.02,645.0,0.0,0,-1030.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:43:00,51.07,51.11,51.07,51.08,1004.0,0.009999999999998009,1,359.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:44:00,51.09,51.09,51.08,51.09,485.0,0.02000000000000313,1,-519.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:45:00,51.1,51.14,51.1,51.14,317.0,0.049999999999997165,1,-168.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:46:00,51.15,51.15,51.1,51.1,243.0,0.0,0,-74.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:47:00,51.11,51.11,51.07,51.09,283.0,-0.059999999999995175,0,40.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:48:00,51.08,51.08,51.05,51.05,1041.0,-0.060000000000002274,0,758.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:49:00,51.04,51.04,50.99,50.99,439.0,-0.0899999999999963,0,-602.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:50:00,51.0,51.0,51.0,51.0,366.0,-0.03999999999999915,0,-73.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:51:00,50.98,50.98,50.98,50.98,121.0,-0.02000000000000313,0,-245.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:52:00,50.98,51.03,50.98,51.02,1739.0,0.04000000000000625,1,1618.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:53:00,51.0,51.04,51.0,51.04,685.0,0.060000000000002274,1,-1054.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:54:00,51.04,51.1,51.04,51.09,1166.0,0.09000000000000341,1,481.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:55:00,51.09,51.18,51.09,51.18,2654.0,0.14000000000000054,1,1488.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:56:00,51.16,51.16,51.14,51.15,622.0,0.059999999999995175,1,-2032.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 09:57:00,51.19,51.21,51.19,51.21,1157.0,0.05000000000000426,1,535.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:58:00,51.19,51.22,51.18,51.2,1719.0,0.010000000000005116,1,562.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 09:59:00,51.23,51.25,51.22,51.22,291.0,0.030000000000001137,1,-1428.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 10:00:00,51.19,51.22,51.19,51.22,922.0,-0.009999999999998009,0,631.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 10:01:00,51.23,51.26,51.23,51.26,1143.0,0.07000000000000027,1,221.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 10:02:00,51.25,51.26,51.24,51.24,1400.0,0.010000000000005116,1,257.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 10:03:00,51.24,51.25,51.2,51.21,3262.0,-0.03999999999999915,0,1862.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 10:04:00,51.21,51.22,51.2,51.22,575.0,-0.02000000000000313,0,-2687.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 10:05:00,51.24,51.32,51.24,51.3,1734.0,0.0899999999999963,1,1159.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 10:06:00,51.32,51.34,51.31,51.33,1379.0,0.0899999999999963,1,-355.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 10:07:00,51.33,51.36,51.32,51.34,698.0,0.02000000000000313,1,-681.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 10:08:00,51.32,51.34,51.3,51.34,1781.0,0.010000000000005116,1,1083.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 10:09:00,51.34,51.37,51.33,51.37,1109.0,0.049999999999997165,1,-672.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 10:10:00,51.36,51.37,51.36,51.37,352.0,0.02999999999999403,1,-757.0,0,,,,,,,,,,,,,,,,,,,
2019-08-22 10:11:00,51.37,51.43,51.37,51.43,2294.0,0.07000000000000027,1,1942.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 10:12:00,51.44,51.49,51.44,51.47,2616.0,0.10000000000000142,1,322.0,1,,,,,,,,,,,,,,,,,,,
2019-08-22 10:13:00,51.45,51.45,51.42,51.42,994.0,-0.019999999999996017,0,-1622.0,0,,,,,,,,,,,,,,,,,,,
