Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,url,header_x,release time_x,article content_x,formatted date_x,flair_sentiment_header_label,flair_sentiment_header_score,flair_sentiment_content_label,flair_sentiment_content_score,header_y,release time_y,article content_y,formatted date_y,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,header,release time,article content,formatteddate,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2020-03-04 09:01:00,10.93,10.932,10.93,10.932,66522.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:02:00,10.932,10.932,10.9,10.912,67211.0,-0.017999999999998906,0,689.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:03:00,10.9,10.916,10.892,10.892,26002.0,-0.03999999999999915,0,-41209.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:04:00,10.9,10.906,10.87,10.876,44202.0,-0.02400000000000091,0,18200.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:05:00,10.872,10.876,10.84,10.848,39683.0,-0.05200000000000138,0,-4519.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:06:00,10.834,10.914,10.83,10.908,43095.0,0.03599999999999959,1,3412.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:07:00,10.912,10.922,10.908,10.92,26474.0,0.08599999999999852,1,-16621.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:08:00,10.916,10.944,10.91,10.942,50869.0,0.029999999999999364,1,24395.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:09:00,10.938,10.938,10.918,10.93,54799.0,0.014000000000001123,1,3930.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:10:00,10.93,10.95,10.922,10.928,51469.0,-0.009999999999999787,0,-3330.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:11:00,10.928,10.932,10.884,10.892,31174.0,-0.03799999999999848,0,-20295.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:12:00,10.884,10.892,10.864,10.88,13816.0,-0.04799999999999826,0,-17358.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:13:00,10.878,10.882,10.85,10.854,47154.0,-0.029999999999999364,0,33338.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:14:00,10.854,10.86,10.842,10.854,21303.0,-0.02399999999999913,0,-25851.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:15:00,10.862,10.874,10.856,10.864,41572.0,0.009999999999999787,1,20269.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:16:00,10.864,10.876,10.86,10.876,13104.0,0.013999999999999345,1,-28468.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:17:00,10.88,10.88,10.856,10.856,27605.0,-0.008000000000000895,0,14501.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:18:00,10.866,10.866,10.85,10.85,28906.0,-0.030000000000001137,0,1301.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:19:00,10.85,10.87,10.85,10.87,19033.0,0.00399999999999956,1,-9873.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:20:00,10.862,10.868,10.856,10.868,15363.0,0.018000000000000682,1,-3670.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:21:00,10.866,10.876,10.848,10.848,41034.0,-0.014000000000001123,0,25671.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:22:00,10.84,10.868,10.84,10.868,31985.0,0.002000000000000668,1,-9049.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:23:00,10.864,10.864,10.85,10.864,46124.0,0.02400000000000091,1,14139.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:24:00,10.87,10.87,10.844,10.844,26162.0,-0.01999999999999957,0,-19962.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 09:25:00,10.85,10.87,10.85,10.86,36810.0,-0.009999999999999787,0,10648.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
