https://www.reuters.com/article/us-volkswagen-management-blume/volkswagen-to-install-porsches-ceo-as-vw-brand-chief-auto-motor-and-sport-idUSKBN2391V7,"[""Volkswagen to install Porsche's CEO as VW brand chief: Auto Motor and Sport""]","['June 2, 2020 /  1:37 PM / a month ago']","['FRANKFURT (Reuters) - Volkswagen (', ') Chief Executive (CEO) Herbert Diess will promote Porsche CEO Oliver Blume to become head of the VW brand as part of a broader management reshuffle, Auto Motor und Sport said on Tuesday citing company sources. ', 'Blume will be moved to the VW brand to help the company get a grip on production issues with the VW ID3 electric car and the Golf 8, the auto industry publication said on Tuesday. ', 'Bernhard Maier, currently head of VW’s Skoda brand, will become head of Porsche, Auto Motor und Sport said. ', 'Herbert Diess is currently head of multi-brand Volkswagen Group as well as head of the VW brand. ', 'Volkswagen declined to comment. ', 'Reporting by Edward Taylor; Editing by Michelle Martin']"
https://www.reuters.com/article/us-porsche-se-results/porsche-se-says-it-raised-voting-rights-share-in-vw-idUSKCN1R00W6,['Porsche SE says it raised voting rights share in VW'],"['March 19, 2019 /  9:22 AM / a year ago']","['Stuttgart (Reuters) - Porsche SE, the holding company controlling Germany’s Volkswagen, on Tuesday said it raised its voting rights share in the carmaker to 53.1 percent from 52.2 percent.  ', '“We continue to believe that Volkswagen group has a significant potential to increase its value and that its current capital market valuation does not reflect this,” Porsche SE’s CEO Hans Dieter Poetsch, who is also the chairman of VW’s supervisory board, said.  ', 'He added that Porsche SE would increase its dividend by 26 percent, to 2.21 euros ($2.51) per share and that the company expected a net income of 3.4 to 4.4 billion euros in 2019.  ', 'Reporting by Ilona Wissenbach; Writing by Tassilo Hummel; Editing by Riham Alkousaa']"
